fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2020-10-25,30,30,0,0,317,315,0,0,3,2,18,0,0,0,47,67295,61515,5780,0,407155,391857,14082,0,65422,12037,1216,11847,5410,5410,0,.094637223,.095238097,,,230,0,,,,.38990825,
2020-10-26,257,246,11,0,1481,1427,53,0,25,1,20,3,3,0,363,67552,61761,5791,0,408636,393284,14135,0,65785,12062,1217,11867,5413,5413,0,.1735314,.17238963,.20754717,,231,0,,,,1,
2020-10-27,206,205,1,0,1430,1372,56,0,16,2,6,1,1,0,388,67758,61966,5792,0,410066,394656,14191,0,66173,12078,1219,11873,5414,5414,0,.14405595,.14941691,.017857144,,232,0,,,,.5,
2020-10-28,195,189,6,0,1340,1266,69,0,19,5,11,2,2,0,207,67953,62155,5798,0,411406,395922,14260,0,66380,12097,1224,11884,5416,5416,0,.14552239,.1492891,.086956523,,233,1,,,,.37254903,
2020-10-29,188,186,2,0,1166,1112,51,0,13,3,14,4,4,0,288,68141,62341,5800,0,412572,397034,14311,0,66668,12110,1227,11898,5420,5420,0,.16123499,.16726619,.039215688,,234,0,,,,.33333334,
2020-10-30,182,182,0,0,1431,1367,62,0,13,2,19,8,8,0,244,68323,62523,5800,0,414003,398401,14373,0,66912,12123,1229,11917,5428,5428,0,.12718379,.13313825,0,,235,0,,,,,
2020-10-31,143,141,2,0,1335,1293,42,0,17,0,3,2,2,0,192,68466,62664,5802,0,415338,399694,14415,0,67104,12140,1229,11920,5430,5430,0,.1071161,.10904872,.047619049,,236,0,,,,,
2020-11-01,50,50,0,0,363,361,0,0,11,2,26,5,5,0,41,68516,62714,5802,0,415701,400055,14415,0,67145,12151,1231,11946,5435,5435,0,.13774104,.13850416,,,237,0,,,,,
2020-11-02,166,163,3,0,1253,1195,57,0,13,1,11,4,4,0,245,68682,62877,5805,0,416954,401250,14472,0,67390,12164,1232,11957,5439,5439,0,.13248204,.13640167,.052631579,,238,0,,,,,
2020-11-03,289,277,12,0,2126,2089,36,0,38,1,8,2,2,0,221,68971,63154,5817,0,419080,403339,14508,0,67611,12202,1233,11965,5441,5441,0,.13593604,.13259932,.33333334,,239,0,,,,,
2020-11-04,252,251,1,0,1849,1816,31,0,29,2,4,1,1,0,201,69223,63405,5818,0,420929,405155,14539,0,67812,12231,1235,11969,5442,5442,0,.13628988,.13821585,.032258064,,240,0,,,,,
2020-11-05,218,211,7,0,1687,1606,80,0,25,1,12,3,3,0,204,69441,63616,5825,0,422616,406761,14619,0,68016,12256,1236,11981,5445,5445,0,.12922348,.13138232,.087499999,,241,0,,,,,
2020-11-06,244,242,2,0,1766,1724,40,0,13,2,14,9,9,0,179,69685,63858,5827,0,424382,408485,14659,0,68195,12269,1238,11995,5454,5454,0,.13816534,.14037123,.050000001,,242,0,,,,,
2020-11-07,236,234,2,0,1368,1334,33,0,18,1,15,7,7,0,150,69921,64092,5829,0,425750,409819,14692,0,68345,12287,1239,12010,5461,5461,0,.17251462,.1754123,.060606062,,243,0,,,,,
2020-11-08,285,283,2,0,1535,1499,34,0,27,2,8,3,3,0,48,70206,64375,5831,0,427285,411318,14726,0,68393,12314,1241,12018,5464,5464,0,.18566775,.18879253,.05882353,,244,0,,,,,
2020-11-09,152,151,1,0,1409,1363,45,0,13,1,12,7,7,0,176,70358,64526,5832,0,428694,412681,14771,0,68569,12327,1242,12030,5471,5471,0,.10787793,.11078503,.022222223,,245,0,,,,,
2020-11-10,193,192,1,0,1735,1643,91,0,15,1,17,6,6,0,260,70551,64718,5833,0,430429,414324,14862,0,68829,12342,1243,12047,5477,5477,0,.11123919,.11685941,.010989011,,246,0,,,,,
2020-11-11,166,164,2,0,1524,1406,116,0,10,2,17,6,6,0,242,70717,64882,5835,0,431953,415730,14978,0,69071,12352,1245,12064,5483,5483,0,.10892388,.11664296,.017241379,,247,0,,,,,
2020-11-12,166,158,8,0,1390,1241,145,0,16,4,12,5,5,0,208,70883,65040,5843,0,433343,416971,15123,0,69279,12368,1249,12076,5488,5488,0,.11942446,.12731668,.055172414,,248,0,,,,,
2020-11-13,183,181,2,0,1544,1413,131,0,13,0,7,4,4,0,240,71066,65221,5845,0,434887,418384,15254,0,69519,12381,1249,12083,5492,5492,0,.11852331,.12809625,.015267176,,249,0,,,,,
2020-11-14,131,127,4,0,1630,1419,210,0,17,1,13,3,3,0,218,71197,65348,5849,0,436517,419803,15464,0,69737,12398,1250,12096,5495,5495,0,.080368102,.089499645,.01904762,,250,0,,,,,
2020-11-15,40,40,0,0,350,347,2,0,3,1,17,6,6,0,258,71237,65388,5849,0,436867,420150,15466,0,69995,12401,1251,12113,5501,5501,0,.11428571,.11527377,0,,251,0,,,,,
2020-11-16,175,167,8,0,1493,1265,227,0,17,1,17,5,5,0,158,71412,65555,5857,0,438360,421415,15693,0,70153,12418,1252,12130,5506,5506,0,.11721367,.13201581,.035242289,,252,0,,,,,
2020-11-17,167,166,1,0,1628,1404,220,0,6,4,10,6,6,0,216,71579,65721,5858,0,439988,422819,15913,0,70369,12424,1256,12140,5512,5512,0,.10257985,.11823362,.0045454544,,253,0,,,,,
2020-11-18,154,145,9,0,1332,1109,222,0,19,1,7,2,2,0,173,71733,65866,5867,0,441320,423928,16135,0,70542,12443,1257,12147,5514,5514,0,.11561561,.13074842,.040540539,,254,0,,,,,
2020-11-19,128,116,12,0,1235,1076,158,0,27,1,11,7,7,0,168,71861,65982,5879,0,442555,425004,16293,0,70710,12470,1258,12158,5521,5521,0,.10364372,.10780669,.075949363,,255,0,,,,,
2020-11-20,154,139,15,0,1266,1158,108,0,26,0,23,16,16,0,183,72015,66121,5894,0,443821,426162,16401,0,70893,12496,1258,12181,5537,5537,0,.12164297,.12003455,.1388889,,256,0,,,,,
2020-11-21,122,116,6,0,1233,1199,33,0,8,1,8,6,6,0,147,72137,66237,5900,0,445054,427361,16434,0,71040,12504,1259,12189,5543,5543,0,.098945662,.096747287,.18181819,,257,0,,,,,
2020-11-22,97,97,0,0,510,510,0,0,20,0,13,6,6,0,68,72234,66334,5900,0,445564,427871,16434,0,71108,12524,1259,12202,5549,5549,0,.19019608,.19019608,,,258,0,,,,,
2020-11-23,156,149,7,0,1252,1197,53,0,23,2,17,10,10,0,155,72390,66483,5907,0,446816,429068,16487,0,71263,12547,1261,12219,5559,5559,0,.12460064,.12447786,.13207547,,259,0,,,,,
2020-11-24,197,192,5,0,1670,1614,55,0,16,1,9,7,7,0,170,72587,66675,5912,0,448486,430682,16542,0,71433,12563,1262,12228,5566,5566,0,.11796407,.11895911,.090909094,,260,0,,,,,
2020-11-25,190,181,9,0,1387,1317,68,0,14,2,6,3,3,0,147,72777,66856,5921,0,449873,431999,16610,0,71580,12577,1264,12234,5569,5569,0,.1369863,.13743356,.13235295,,261,0,,,,,
2020-11-26,145,132,13,0,1472,1413,57,0,20,2,5,2,2,0,128,72922,66988,5934,0,451345,433412,16667,0,71708,12597,1266,12239,5571,5571,0,.098505437,.093418255,.22807017,,262,0,,,,,
2020-11-27,269,250,19,0,1890,1828,62,0,29,0,12,7,7,0,145,73191,67238,5953,0,453235,435240,16729,0,71853,12626,1266,12251,5578,5578,0,.14232804,.13676149,.30645162,,263,0,,,,,
2020-11-28,272,268,4,0,1837,1792,45,0,11,0,12,8,8,0,120,73463,67506,5957,0,455072,437032,16774,0,71973,12637,1266,12263,5586,5586,0,.1480675,.14955357,.088888891,,264,0,,,,,
2020-11-29,27,27,0,0,263,259,2,0,8,2,9,7,7,0,90,73490,67533,5957,0,455335,437291,16776,0,72063,12645,1268,12272,5593,5593,0,.10266159,.1042471,0,,265,0,,,,,
2020-11-30,161,151,10,0,1377,1318,59,0,19,0,14,9,9,0,164,73651,67684,5967,0,456712,438609,16835,0,72227,12664,1268,12286,5602,5602,0,.11692084,.11456753,.16949153,,266,0,,,,,
2020-12-01,135,116,19,0,1257,1202,55,0,27,0,21,8,8,0,195,73786,67800,5986,0,457969,439811,16890,0,72422,12691,1268,12307,5610,5610,0,.10739857,.096505821,.34545454,,267,0,,,,,
2020-12-02,133,130,3,0,1383,1346,33,0,11,4,2,2,2,0,200,73919,67930,5989,0,459352,441157,16923,0,72622,12702,1272,12309,5612,5612,0,.096167751,.096582465,.090909094,,268,0,,,,,
2020-12-03,96,87,9,0,1060,1024,35,0,18,1,10,4,4,0,136,74015,68017,5998,0,460412,442181,16958,0,72758,12720,1273,12319,5616,5616,0,.090566039,.084960938,.25714287,,269,0,,,,,
2020-12-04,151,133,18,0,1302,1237,62,0,31,3,8,2,2,0,256,74166,68150,6016,0,461714,443418,17020,0,73014,12751,1276,12327,5618,5618,0,.11597542,.10751819,.29032257,,270,0,,,,,
2020-12-05,117,115,2,0,1064,1010,52,0,9,2,15,5,5,0,254,74283,68265,6018,0,462778,444428,17072,0,73268,12760,1278,12342,5623,5623,0,.1099624,.11386139,.03846154,,271,0,,,,,
2020-12-06,37,37,0,0,271,270,1,0,2,0,5,1,1,0,35,74320,68302,6018,0,463049,444698,17073,0,73303,12762,1278,12347,5624,5624,0,.13653137,.13703704,0,,272,0,,,,,
2020-12-07,111,107,4,0,955,891,63,0,14,1,10,8,8,0,157,74431,68409,6022,0,464004,445589,17136,0,73460,12776,1279,12357,5632,5632,0,.11623037,.12008978,.063492067,,273,0,,,,,
2020-12-08,71,65,6,0,736,671,64,0,10,1,9,7,7,0,118,74502,68474,6028,0,464740,446260,17200,0,73578,12786,1280,12366,5639,5639,0,.096467391,.09687034,.09375,,274,0,,,,,
2020-12-09,132,129,3,0,1352,1324,25,0,11,3,9,6,6,0,141,74634,68603,6031,0,466092,447584,17225,0,73719,12797,1283,12375,5645,5645,0,.097633138,.097432025,.12,,275,0,,,,,
2020-12-10,109,104,5,0,1245,1189,54,0,15,2,12,10,10,0,112,74743,68707,6036,0,467337,448773,17279,0,73831,12812,1285,12387,5655,5655,0,.087550201,.08746846,.09259259,,276,0,,,,,
2020-12-11,216,211,5,0,1568,1501,66,0,18,1,14,11,11,0,148,74959,68918,6041,0,468905,450274,17345,0,73979,12830,1286,12401,5666,5666,0,.1377551,.14057295,.075757578,,277,0,,,,,
2020-12-12,157,145,12,0,1136,1089,46,0,19,1,10,7,7,0,125,75116,69063,6053,0,470041,451363,17391,0,74104,12849,1287,12411,5673,5673,0,.13820423,.13314968,.26086956,,278,0,,,,,
2020-12-13,32,32,0,0,268,268,0,0,4,0,14,9,9,0,38,75148,69095,6053,0,470309,451631,17391,0,74142,12853,1287,12425,5682,5682,0,.11940298,.11940298,,,279,0,,,,,
2020-12-14,106,95,11,0,992,932,57,0,26,3,19,14,14,0,120,75254,69190,6064,0,471301,452563,17448,0,74262,12879,1290,12444,5696,5696,0,.10685484,.10193133,.19298245,,280,0,,,,,
2020-12-15,217,213,4,0,1936,1856,77,0,24,3,25,20,20,0,99,75471,69403,6068,0,473237,454419,17525,0,74361,12903,1293,12469,5716,5716,0,.11208678,.11476293,.051948052,,281,0,,,,,
2020-12-16,318,312,6,0,1789,1736,51,0,18,2,17,11,11,0,127,75789,69715,6074,0,475026,456155,17576,0,74488,12921,1295,12486,5727,5727,0,.17775294,.1797235,.11764706,,282,0,,,,,
2020-12-17,198,178,20,0,1654,1553,99,0,28,2,20,20,20,0,100,75987,69893,6094,0,476680,457708,17675,0,74588,12949,1297,12506,5747,5747,0,.1197098,.11461687,.2020202,,283,0,,,,,
2020-12-18,283,271,12,0,2076,2003,73,0,22,0,18,12,12,0,237,76270,70164,6106,0,478756,459711,17748,0,74825,12971,1297,12524,5759,5759,0,.13631985,.13529706,.16438356,,284,0,,,,,
2020-12-19,316,306,10,0,2197,2167,30,0,19,0,10,6,6,0,154,76586,70470,6116,0,480953,461878,17778,0,74979,12990,1297,12534,5765,5765,0,.1438325,.14120905,.33333334,,285,0,,,,,
2020-12-20,45,45,0,0,315,315,0,0,2,0,11,9,9,0,29,76631,70515,6116,0,481268,462193,17778,0,75008,12992,1297,12545,5774,5774,0,.14285715,.14285715,,,286,0,,,,,
2020-12-21,129,103,26,0,1057,970,85,0,35,2,12,9,9,0,107,76760,70618,6142,0,482325,463163,17863,0,75115,13027,1299,12557,5783,5783,0,.12204352,.10618557,.30588236,,287,0,,,,,
2020-12-22,62,55,7,0,983,924,55,0,10,4,20,15,15,0,178,76822,70673,6149,0,483308,464087,17918,0,75293,13037,1303,12577,5798,5798,0,.063072227,.05952381,.12727273,,288,0,,,,,
2020-12-23,112,82,30,0,919,842,74,0,33,3,27,25,25,0,290,76934,70755,6179,0,484227,464929,17992,0,75583,13070,1306,12604,5823,5823,0,.1218716,.097387172,.4054054,,289,0,,,,,
2020-12-24,67,59,8,0,425,386,38,0,13,1,28,20,20,0,182,77001,70814,6187,0,484652,465315,18030,0,75765,13083,1307,12632,5843,5843,0,.15764706,.15284973,.21052632,,290,0,,,,,
2020-12-25,26,26,0,0,159,157,0,0,0,2,22,20,20,0,263,77027,70840,6187,0,484811,465472,18030,0,76028,13083,1309,12654,5863,5863,0,.16352202,.1656051,,,291,0,,,,,
2020-12-26,76,59,17,0,721,669,52,0,18,0,26,16,16,0,305,77103,70899,6204,0,485532,466141,18082,0,76333,13101,1309,12680,5879,5879,0,.10540915,.08819133,.32692307,,292,0,,,,,
2020-12-27,31,31,0,0,217,217,0,0,3,0,13,8,8,0,43,77134,70930,6204,0,485749,466358,18082,0,76376,13104,1309,12693,5887,5887,0,.14285715,.14285715,,,293,0,,,,,
2020-12-28,106,92,14,0,779,721,54,0,21,4,39,27,27,0,114,77240,71022,6218,0,486528,467079,18136,0,76490,13125,1313,12732,5914,5914,0,.13607189,.12760055,.25925925,,294,0,,,,,
2020-12-29,129,96,33,0,956,876,80,0,35,0,27,18,18,0,91,77369,71118,6251,0,487484,467955,18216,0,76581,13160,1313,12759,5932,5932,0,.13493724,.10958904,.41249999,,295,0,,,,,
2020-12-30,75,53,22,0,763,700,62,0,26,1,42,29,29,0,118,77444,71171,6273,0,488247,468655,18278,0,76699,13186,1314,12801,5961,5961,0,.098296203,.075714283,.3548387,,296,0,,,,,
2020-12-31,70,45,25,0,696,603,92,0,28,1,28,22,22,0,95,77514,71216,6298,0,488943,469258,18370,0,76794,13214,1315,12829,5983,5983,0,.10057471,.074626863,.27173913,,297,0,,,,,
2021-01-01,58,40,18,0,297,215,81,0,26,1,64,43,43,0,66,77572,71256,6316,0,489240,469473,18451,0,76860,13240,1316,12893,6026,6026,0,.1952862,.18604651,.22222222,,298,0,,,,,
2021-01-02,100,96,4,0,626,590,36,0,11,0,47,28,28,0,89,77672,71352,6320,0,489866,470063,18487,0,76949,13251,1316,12940,6054,6054,0,.15974441,.16271186,.11111111,,299,0,,,,,
2021-01-03,46,46,0,0,311,309,0,0,3,2,46,34,34,0,35,77718,71398,6320,0,490177,470372,18487,0,76984,13254,1318,12986,6088,6088,0,.14790997,.14886731,,,300,0,,,,,
2021-01-04,218,188,30,0,1179,1042,136,0,42,1,56,39,39,1,111,77936,71586,6350,0,491356,471414,18623,0,77095,13296,1319,13042,6127,6127,1,.18490246,.18042226,.22058824,,301,0,,,,,
2021-01-05,205,174,21,10,1129,974,86,68,41,1,42,29,29,0,98,78141,71760,6371,10,492485,472388,18709,68,77193,13337,1320,13084,6156,6156,1,.18157661,.17864476,.24418604,.14705883,302,0,,,,,
2021-01-06,218,159,50,9,1272,1062,150,59,63,1,51,38,38,0,86,78359,71919,6421,19,493757,473450,18859,127,77279,13400,1321,13135,6194,6194,1,.17138365,.14971751,.33333334,.15254237,303,0,,,,,
2021-01-07,259,225,29,5,1431,1183,146,97,46,5,58,37,37,1,51,78618,72144,6450,24,495188,474633,19005,224,77330,13446,1326,13193,6231,6231,2,.18099232,.19019443,.19863014,.051546391,304,0,,,,,
2021-01-08,264,214,44,6,1310,1116,135,50,69,9,82,61,61,0,32,78882,72358,6494,30,496498,475749,19140,274,77362,13515,1335,13275,6292,6292,2,.20152672,.19175628,.32592592,.12,305,0,,,,,
2021-01-09,221,185,24,12,1304,953,134,214,42,3,63,47,47,0,111,79103,72543,6518,42,497802,476702,19274,488,77473,13557,1338,13338,6339,6339,2,.16947852,.19412382,.17910448,.056074765,306,0,,,,,
2021-01-10,70,68,0,2,360,342,1,13,9,4,122,84,84,3,43,79173,72611,6518,44,498162,477044,19275,501,77516,13566,1342,13460,6423,6423,5,.19444445,.19883041,0,.15384616,307,0,,,,,
2021-01-11,266,222,30,14,1217,954,123,136,59,4,71,56,56,0,195,79439,72833,6548,58,499379,477998,19398,637,77711,13625,1346,13531,6479,6479,5,.21857025,.2327044,.24390244,.10294118,308,0,,,,,
2021-01-12,229,174,48,7,1394,1028,285,79,68,2,84,60,60,2,211,79668,73007,6596,65,500773,479026,19683,716,77922,13693,1348,13615,6539,6539,7,.16427547,.1692607,.16842106,.088607594,309,0,,,,,
2021-01-13,214,137,63,14,1018,717,178,116,80,7,65,43,43,0,179,79882,73144,6659,79,501791,479743,19861,832,78101,13773,1355,13680,6582,6582,7,.2102161,.19107392,.35393259,.12068965,310,0,,,,,
2021-01-14,276,209,53,14,1282,1012,181,84,81,5,72,48,48,4,235,80158,73353,6712,93,503073,480755,20042,916,78336,13854,1360,13752,6630,6630,11,.21528861,.20652173,.29281768,.16666667,311,0,,,,,
2021-01-15,466,412,43,11,2256,1956,205,91,78,4,125,78,78,6,216,80624,73765,6755,104,505329,482711,20247,1007,78552,13932,1364,13877,6708,6708,17,.20656028,.21063395,.20975609,.12087912,312,0,,,,,
2021-01-16,349,234,104,11,1735,1336,333,60,122,6,88,66,66,4,181,80973,73999,6859,115,507064,484047,20580,1067,78733,14054,1370,13965,6774,6774,21,.20115274,.17514969,.3123123,.18333334,313,0,,,,,
2021-01-17,95,83,6,6,380,309,7,59,30,5,96,66,66,4,66,81068,74082,6865,121,507444,484356,20587,1126,78799,14084,1375,14061,6840,6840,25,.25,.26860842,.85714287,.10169491,314,0,,,,,
2021-01-18,341,233,83,25,1240,813,285,134,107,8,137,86,86,8,244,81409,74315,6948,146,508684,485169,20872,1260,79043,14191,1383,14198,6926,6926,33,.27500001,.28659287,.29122806,.18656716,315,0,,,,,
2021-01-19,312,226,51,35,1185,865,176,138,73,6,94,73,73,3,200,81721,74541,6999,181,509869,486034,21048,1398,79243,14264,1389,14292,6999,6999,36,.26329115,.26127169,.28977272,.25362319,316,0,,,,,
2021-01-20,387,248,109,30,1465,982,267,209,147,7,167,111,111,8,188,82108,74789,7108,211,511334,487016,21315,1607,79431,14411,1396,14459,7110,7110,44,.26416382,.25254583,.40823969,.14354067,317,0,,,,,
2021-01-21,364,267,52,45,1592,985,414,181,92,12,101,72,72,8,239,82472,75056,7160,256,512926,488001,21729,1788,79670,14503,1408,14560,7182,7182,52,.22864321,.27106598,.12560387,.24861878,318,0,,,,,
2021-01-22,364,250,82,32,1457,1070,199,179,131,9,101,74,74,8,446,82836,75306,7242,288,514383,489071,21928,1967,80116,14634,1417,14661,7256,7256,60,.24982841,.23364486,.41206029,.17877094,319,0,,,,,
2021-01-23,327,167,124,36,1005,571,299,125,150,10,102,78,78,7,262,83163,75473,7366,324,515388,489642,22227,2092,80378,14784,1427,14763,7334,7334,67,.32537314,.29246935,.41471571,.28799999,320,0,,,,,
2021-01-24,108,101,3,4,452,409,3,37,26,3,114,80,80,19,88,83271,75574,7369,328,515840,490051,22230,2129,80466,14810,1430,14877,7414,7414,86,.23893805,.24694377,1,.10810811,321,0,,,,,
2021-01-25,344,273,5,66,1445,1106,6,322,55,11,131,79,79,17,277,83615,75847,7374,394,517285,491157,22236,2451,80743,14865,1441,15008,7493,7493,103,.23806228,.24683544,.83333331,.20496894,322,0,,,,,
2021-01-26,330,211,68,51,1468,938,164,358,109,8,134,92,92,19,262,83945,76058,7442,445,518753,492095,22400,2809,81005,14974,1449,15142,7585,7585,122,.22479564,.22494669,.41463414,.1424581,323,0,,,,,
2021-01-27,521,271,160,90,1737,971,311,445,206,10,102,67,67,23,303,84466,76329,7602,535,520490,493066,22711,3254,81308,15180,1459,15244,7652,7652,145,.29994243,.27909371,.51446944,.20224719,324,0,,,,,
2021-01-28,435,233,99,103,1724,1068,224,419,171,13,113,60,60,23,318,84901,76562,7701,638,522214,494134,22935,3673,81626,15351,1472,15357,7712,7712,168,.2523202,.21816479,.4419643,.24582338,325,0,,,,,
2021-01-29,458,224,140,94,1873,1130,262,470,197,11,63,41,41,13,302,85359,76786,7841,732,524087,495264,23197,4143,81928,15548,1483,15420,7753,7753,181,.24452749,.19823009,.53435117,.2,326,0,,,,,
2021-01-30,373,200,51,122,1753,737,87,921,110,8,88,52,52,18,280,85732,76986,7892,854,525840,496001,23284,5064,82208,15658,1491,15508,7805,7805,199,.21277809,.27137041,.58620691,.13246471,327,0,,,,,
2021-01-31,229,80,100,49,776,338,189,236,126,13,72,44,44,16,108,85961,77066,7992,903,526616,496339,23473,5300,82316,15784,1504,15580,7849,7849,215,.2951031,.23668639,.52910054,.20762712,328,0,,,,,
2021-02-01,470,220,97,153,2162,901,143,1107,161,11,142,79,79,30,372,86431,77286,8089,1056,528778,497240,23616,6407,82688,15945,1515,15722,7928,7928,245,.2173913,.24417314,.67832166,.13821138,329,0,,,,,
2021-02-02,396,212,64,120,1804,948,121,727,129,8,116,72,72,24,306,86827,77498,8153,1176,530582,498188,23737,7134,82994,16074,1523,15838,8000,8000,269,.21951219,.22362868,.5289256,.16506189,330,0,,,,,
2021-02-03,366,199,51,116,1730,844,111,762,101,13,96,70,70,15,400,87193,77697,8204,1292,532312,499032,23848,7896,83394,16175,1536,15934,8070,8070,284,.2115607,.235782,.45945945,.15223098,331,0,,,,,
2021-02-04,391,192,79,120,1915,716,175,1012,150,12,89,62,62,17,338,87584,77889,8283,1412,534227,499748,24023,8908,83732,16325,1548,16023,8132,8132,301,.20417754,.26815644,.45142856,.11857708,332,0,,,,,
2021-02-05,411,168,109,134,1756,680,285,779,159,12,116,66,66,26,353,87995,78057,8392,1546,535983,500428,24308,9687,84085,16484,1560,16139,8198,8198,327,.23405467,.24705882,.38245615,.1720154,333,0,,,,,
2021-02-06,328,126,103,99,1340,467,201,665,146,7,97,66,66,20,357,88323,78183,8495,1645,537323,500895,24509,10352,84442,16630,1567,16236,8264,8264,347,.24477611,.26980728,.51243782,.14887218,334,0,,,,,
2021-02-07,150,73,0,77,531,208,0,310,35,13,107,65,65,29,86,88473,78256,8495,1722,537854,501103,24509,10662,84528,16665,1580,16343,8329,8329,376,.28248587,.35096154,,.2483871,335,0,,,,,
2021-02-08,460,219,51,190,2043,907,116,1011,98,9,103,56,56,34,301,88933,78475,8546,1912,539897,502010,24625,11673,84829,16763,1589,16446,8385,8385,410,.22515908,.24145535,.43965518,.18793274,336,0,,,,,
2021-02-09,427,167,124,136,1615,559,219,822,174,15,87,60,60,15,331,89360,78642,8670,2048,541512,502569,24844,12495,85160,16937,1604,16533,8445,8445,425,.26439628,.29874778,.56621003,.16545013,337,0,,,,,
2021-02-10,434,167,94,173,2162,557,196,1394,149,15,111,58,58,25,471,89794,78809,8764,2221,543674,503126,25040,13889,85631,17086,1619,16644,8503,8503,450,.20074005,.29982045,.47959185,.1241033,338,0,,,,,
2021-02-11,376,183,71,122,1704,765,149,764,104,26,76,53,53,15,405,90170,78992,8835,2343,545378,503891,25189,14653,86036,17190,1645,16720,8556,8556,465,.22065727,.23921569,.47651008,.15968587,339,0,,,,,
2021-02-12,381,161,76,144,1812,707,133,960,133,12,97,50,50,28,414,90551,79153,8911,2487,547190,504598,25322,15613,86450,17323,1657,16817,8606,8606,493,.21026491,.22772278,.5714286,.15000001,340,0,,,,,
2021-02-13,364,176,68,120,1755,545,176,1023,120,11,96,61,61,24,308,90915,79329,8979,2607,548945,505143,25498,16636,86758,17443,1668,16913,8667,8667,517,.2074074,.32293579,.38636363,.11730205,341,0,,,,,
2021-02-14,84,27,0,57,371,83,4,273,19,11,102,53,53,28,225,90999,79356,8979,2664,549316,505226,25502,16909,86983,17462,1679,17015,8720,8720,545,.2264151,.3253012,0,.20879121,342,0,,,,,
2021-02-15,437,183,73,181,1961,762,149,1037,124,13,134,77,77,35,476,91436,79539,9052,2845,551277,505988,25651,17946,87459,17586,1692,17149,8797,8797,580,.22284548,.24015749,.48993289,.17454195,343,0,,,,,
2021-02-16,362,166,57,139,1565,563,105,884,113,13,91,44,44,42,355,91798,79705,9109,2984,552842,506551,25756,18830,87814,17699,1705,17240,8841,8841,622,.23130991,.29484901,.54285717,.15723982,344,0,,,,,
2021-02-17,352,143,80,129,1584,471,172,925,136,16,67,34,34,28,343,92150,79848,9189,3113,554426,507022,25928,19755,88157,17835,1721,17307,8875,8875,650,.22222222,.30360934,.46511629,.13945946,345,0,,,,,
2021-02-18,329,140,51,138,1518,513,136,859,95,10,90,60,60,20,388,92479,79988,9240,3251,555944,507535,26064,20614,88545,17930,1731,17397,8935,8935,670,.21673255,.27290449,.375,.16065192,346,0,,,,,
2021-02-19,373,129,66,178,1710,470,137,1085,118,18,102,52,52,37,399,92852,80117,9306,3429,557654,508005,26201,21699,88944,18048,1749,17499,8987,8987,707,.21812865,.27446809,.48175183,.1640553,347,0,,,,,
2021-02-20,323,99,80,144,1664,491,136,1028,127,9,163,99,99,45,368,93175,80216,9386,3573,559318,508496,26337,22727,89312,18175,1758,17662,9086,9086,752,.19411057,.20162933,.58823532,.14007781,348,0,,,,,
2021-02-21,133,61,0,72,622,171,3,433,39,15,83,50,50,26,105,93308,80277,9386,3645,559940,508667,26340,23160,89417,18214,1773,17745,9136,9136,778,.21382637,.35672516,0,.16628176,349,0,,,,,
2021-02-22,440,137,76,227,2195,650,142,1383,148,20,96,55,55,31,419,93748,80414,9462,3872,562135,509317,26482,24543,89836,18362,1793,17841,9191,9191,809,.20045558,.21076924,.53521127,.16413593,350,0,,,,,
2021-02-23,399,182,71,146,1837,542,171,1102,129,22,81,49,49,21,430,94147,80596,9533,4018,563972,509859,26653,25645,90266,18491,1815,17922,9240,9240,830,.21720196,.33579335,.41520467,.13248639,351,0,,,,,
2021-02-24,395,132,72,191,1885,423,152,1296,138,14,73,39,39,30,412,94542,80728,9605,4209,565857,510282,26805,26941,90678,18629,1829,17995,9279,9279,860,.20954907,.31205675,.47368422,.14737654,352,0,,,,,
2021-02-25,466,208,82,176,1933,558,161,1192,135,22,77,52,52,20,334,95008,80936,9687,4385,567790,510840,26966,28133,91012,18764,1851,18072,9331,9331,880,.24107605,.37275985,.50931674,.147651,353,0,,,,,
2021-02-26,408,223,69,116,1874,596,164,1097,113,17,107,58,58,39,358,95416,81159,9756,4501,569664,511436,27130,29230,91370,18877,1868,18179,9389,9389,919,.21771611,.37416106,.42073169,.10574294,354,0,,,,,
2021-02-27,401,198,66,137,1473,471,133,856,131,13,101,71,71,26,310,95817,81357,9822,4638,571137,511907,27263,30086,91680,19008,1881,18280,9460,9460,945,.27223355,.42038217,.49624062,.16004673,355,0,,,,,
2021-02-28,93,25,0,68,473,131,0,331,21,11,141,74,74,58,113,95910,81382,9822,4706,571610,512038,27263,30417,91793,19029,1892,18421,9534,9534,1003,.19661734,.19083969,,.20543806,356,0,,,,,
