fecha,positivoACOMAYO,positivo_rapidaACOMAYO,positivo_molecularACOMAYO,muestraACOMAYO,muestra_rapidaACOMAYO,muestra_molecularACOMAYO,sintomaticosACOMAYO,defuncionesACOMAYO,inicioACOMAYO,inicio_molecularACOMAYO,inicio_rapidaACOMAYO,recuperadoACOMAYO,posiACOMAYO,posi_rapidaACOMAYO,posi_molecularACOMAYO,positivoANTA,positivo_rapidaANTA,positivo_molecularANTA,muestraANTA,muestra_rapidaANTA,muestra_molecularANTA,sintomaticosANTA,defuncionesANTA,inicioANTA,inicio_molecularANTA,inicio_rapidaANTA,recuperadoANTA,posiANTA,posi_rapidaANTA,posi_molecularANTA,positivoCALCA,positivo_rapidaCALCA,positivo_molecularCALCA,muestraCALCA,muestra_rapidaCALCA,muestra_molecularCALCA,sintomaticosCALCA,defuncionesCALCA,inicioCALCA,inicio_molecularCALCA,inicio_rapidaCALCA,recuperadoCALCA,posiCALCA,posi_rapidaCALCA,posi_molecularCALCA,positivoCANAS,positivo_rapidaCANAS,positivo_molecularCANAS,muestraCANAS,muestra_rapidaCANAS,muestra_molecularCANAS,sintomaticosCANAS,defuncionesCANAS,inicioCANAS,inicio_molecularCANAS,inicio_rapidaCANAS,recuperadoCANAS,posiCANAS,posi_rapidaCANAS,posi_molecularCANAS,positivoCANCHIS,positivo_rapidaCANCHIS,positivo_molecularCANCHIS,muestraCANCHIS,muestra_rapidaCANCHIS,muestra_molecularCANCHIS,sintomaticosCANCHIS,defuncionesCANCHIS,inicioCANCHIS,inicio_molecularCANCHIS,inicio_rapidaCANCHIS,recuperadoCANCHIS,posiCANCHIS,posi_rapidaCANCHIS,posi_molecularCANCHIS,positivoCHUMBIVILCAS,positivo_rapidaCHUMBIVILCAS,positivo_molecularCHUMBIVILCAS,muestraCHUMBIVILCAS,muestra_rapidaCHUMBIVILCAS,muestra_molecularCHUMBIVILCAS,sintomaticosCHUMBIVILCAS,defuncionesCHUMBIVILCAS,inicioCHUMBIVILCAS,inicio_molecularCHUMBIVILCAS,inicio_rapidaCHUMBIVILCAS,recuperadoCHUMBIVILCAS,posiCHUMBIVILCAS,posi_rapidaCHUMBIVILCAS,posi_molecularCHUMBIVILCAS,positivoCUSCO,positivo_rapidaCUSCO,positivo_molecularCUSCO,muestraCUSCO,muestra_rapidaCUSCO,muestra_molecularCUSCO,sintomaticosCUSCO,defuncionesCUSCO,inicioCUSCO,inicio_molecularCUSCO,inicio_rapidaCUSCO,recuperadoCUSCO,posiCUSCO,posi_rapidaCUSCO,posi_molecularCUSCO,positivoESPINAR,positivo_rapidaESPINAR,positivo_molecularESPINAR,muestraESPINAR,muestra_rapidaESPINAR,muestra_molecularESPINAR,sintomaticosESPINAR,defuncionesESPINAR,inicioESPINAR,inicio_molecularESPINAR,inicio_rapidaESPINAR,recuperadoESPINAR,posiESPINAR,posi_rapidaESPINAR,posi_molecularESPINAR,positivoLACONVENCION,positivo_rapidaLACONVENCION,positivo_molecularLACONVENCION,muestraLACONVENCION,muestra_rapidaLACONVENCION,muestra_molecularLACONVENCION,sintomaticosLACONVENCION,defuncionesLACONVENCION,inicioLACONVENCION,inicio_molecularLACONVENCION,inicio_rapidaLACONVENCION,recuperadoLACONVENCION,posiLACONVENCION,posi_rapidaLACONVENCION,posi_molecularLACONVENCION,positivoOTRO,positivo_rapidaOTRO,positivo_molecularOTRO,muestraOTRO,muestra_rapidaOTRO,muestra_molecularOTRO,sintomaticosOTRO,defuncionesOTRO,inicioOTRO,inicio_molecularOTRO,inicio_rapidaOTRO,recuperadoOTRO,posiOTRO,posi_rapidaOTRO,posi_molecularOTRO,positivoPARURO,positivo_rapidaPARURO,positivo_molecularPARURO,muestraPARURO,muestra_rapidaPARURO,muestra_molecularPARURO,sintomaticosPARURO,defuncionesPARURO,inicioPARURO,inicio_molecularPARURO,inicio_rapidaPARURO,recuperadoPARURO,posiPARURO,posi_rapidaPARURO,posi_molecularPARURO,positivoPAUCARTAMBO,positivo_rapidaPAUCARTAMBO,positivo_molecularPAUCARTAMBO,muestraPAUCARTAMBO,muestra_rapidaPAUCARTAMBO,muestra_molecularPAUCARTAMBO,sintomaticosPAUCARTAMBO,defuncionesPAUCARTAMBO,inicioPAUCARTAMBO,inicio_molecularPAUCARTAMBO,inicio_rapidaPAUCARTAMBO,recuperadoPAUCARTAMBO,posiPAUCARTAMBO,posi_rapidaPAUCARTAMBO,posi_molecularPAUCARTAMBO,positivoQUISPICANCHI,positivo_rapidaQUISPICANCHI,positivo_molecularQUISPICANCHI,muestraQUISPICANCHI,muestra_rapidaQUISPICANCHI,muestra_molecularQUISPICANCHI,sintomaticosQUISPICANCHI,defuncionesQUISPICANCHI,inicioQUISPICANCHI,inicio_molecularQUISPICANCHI,inicio_rapidaQUISPICANCHI,recuperadoQUISPICANCHI,posiQUISPICANCHI,posi_rapidaQUISPICANCHI,posi_molecularQUISPICANCHI,positivoURUBAMBA,positivo_rapidaURUBAMBA,positivo_molecularURUBAMBA,muestraURUBAMBA,muestra_rapidaURUBAMBA,muestra_molecularURUBAMBA,sintomaticosURUBAMBA,defuncionesURUBAMBA,inicioURUBAMBA,inicio_molecularURUBAMBA,inicio_rapidaURUBAMBA,recuperadoURUBAMBA,posiURUBAMBA,posi_rapidaURUBAMBA,posi_molecularURUBAMBA
2020-10-29,1,1,0,4,0,0,1,0,1,0,0,2,.25,,,5,5,0,36,0,2,0,1,0,0,0,5,.1388889,,0,3,3,0,23,0,1,0,0,,,,9,.13043478,,0,1,1,0,16,0,0,0,0,,,,1,.0625,,,8,8,0,54,0,0,0,0,1,0,0,8,.14814815,,,4,4,0,15,0,0,1,0,,,,,.26666668,,,103,103,0,669,0,34,8,1,5,0,0,177,.15396114,,0,11,11,0,85,0,0,0,0,,,,15,.12941177,,,46,44,2,254,0,24,2,1,6,3,3,12,.18110237,,.083333336,2,2,0,20,0,0,0,0,0,0,0,15,.1,,,2,2,0,11,0,0,0,0,,,,1,.18181819,,,3,3,0,15,0,0,1,0,,,,31,.2,,,0,0,0,48,0,0,0,0,0,0,0,11,0,,,2,2,0,29,0,1,0,0,1,1,1,5,.068965517,,0
2020-10-30,2,2,0,28,0,0,0,0,1,1,1,1,.071428575,,,1,1,0,40,0,1,0,0,,,,2,.025,,0,2,2,0,31,0,1,0,0,,,,2,.064516127,,0,2,2,0,9,0,0,0,0,1,0,0,,.22222222,,,12,12,0,61,0,0,1,0,1,0,0,10,.19672132,,,3,3,0,29,0,0,1,0,,,,2,.10344828,,,77,77,0,822,0,60,6,2,3,1,1,126,.093673967,,0,12,12,0,98,0,2,0,0,,,,20,.12244898,,0,44,44,0,203,0,4,4,0,10,4,4,24,.21674877,,0,3,3,0,39,0,0,0,0,2,0,0,12,.07692308,,,15,15,0,65,0,0,1,0,,,,,.23076923,,,4,4,0,43,0,0,0,0,3,3,3,31,.093023255,,,4,4,0,63,0,0,0,0,1,0,0,3,.063492067,,,1,1,0,30,0,3,0,0,,,,12,.033333335,,0
2020-10-31,0,0,0,9,0,0,0,0,,,,,0,,,4,4,0,40,0,0,0,0,1,1,1,4,.1,,,4,4,0,36,0,2,0,0,,,,2,.11111111,,0,0,0,0,42,0,0,0,0,0,0,0,,0,,,7,7,0,53,0,0,0,0,,,,7,.13207547,,,7,7,0,51,0,0,2,0,,,,1,.13725491,,,60,60,0,793,0,21,2,0,3,2,2,115,.075662039,,0,3,3,0,51,0,0,0,0,,,,4,.05882353,,,35,33,2,190,0,22,10,0,1,0,0,25,.18421052,,.090909094,4,4,0,17,0,0,0,0,,,,19,.23529412,,,15,15,0,96,0,0,1,0,0,0,0,,.15625,,,1,1,0,9,0,1,1,0,,,,4,.11111111,,0,2,2,0,46,0,0,0,0,0,0,0,7,.043478262,,,2,2,0,23,0,0,1,0,,,,5,.086956523,,
2020-11-01,0,0,0,1,0,0,0,0,1,0,0,,0,,,1,1,0,5,0,0,0,0,,,,,.2,,,1,1,0,11,0,0,0,0,0,0,0,,.090909094,,,0,0,0,3,0,0,0,0,,,,2,0,,,4,4,0,48,0,0,0,0,1,0,0,3,.083333336,,,1,1,0,10,0,0,0,0,2,0,0,,.1,,,23,23,0,133,0,0,7,2,6,2,2,13,.17293233,,,1,1,0,11,0,0,0,0,,,,15,.090909094,,,11,11,0,96,0,0,2,0,13,3,3,3,.11458334,,,2,2,0,24,0,0,1,0,1,0,0,4,.083333336,,,0,0,0,3,0,0,0,0,0,0,0,,0,,,0,0,0,2,0,0,0,0,,,,,0,,,6,6,0,32,0,0,1,0,4,0,0,1,.1875,,,1,1,0,9,0,0,0,0,1,0,0,1,.11111111,,
2020-11-02,2,2,0,6,0,0,0,0,0,0,0,1,.33333334,,,5,5,0,44,0,0,0,0,0,0,0,3,.11363637,,,2,2,0,23,0,1,0,0,0,0,0,9,.086956523,,0,0,0,0,6,0,0,0,0,0,0,0,1,0,,,13,13,0,71,0,3,0,0,0,0,0,10,.18309858,,0,0,0,0,36,0,1,0,0,,,,2,0,,0,94,91,3,711,0,49,5,0,8,4,4,133,.13220815,,.06122449,4,4,0,110,0,0,0,0,,,,21,.036363635,,,19,19,0,116,0,2,5,0,2,0,0,23,.1637931,,0,6,6,0,45,0,0,1,0,0,0,0,26,.13333334,,,0,0,0,14,0,3,0,0,0,0,0,,0,,0,2,2,0,10,0,0,1,0,,,,3,.2,,,13,13,0,103,0,0,0,1,3,0,0,7,.1262136,,,6,6,0,52,0,1,1,0,0,0,0,6,.11538462,,0
2020-11-03,1,1,0,15,0,0,0,0,,,,1,.06666667,,,8,8,0,36,0,0,1,0,,,,7,.22222222,,,5,5,0,46,0,0,0,0,,,,47,.10869565,,,2,2,0,21,0,0,0,0,,,,2,.095238097,,,12,12,0,91,0,0,1,0,1,0,0,8,.13186814,,,6,6,0,106,0,0,2,0,,,,3,.056603774,,,111,110,1,938,0,22,10,1,3,2,2,101,.11833689,,.045454547,12,12,0,196,0,0,0,0,,,,4,.06122449,,,28,20,8,356,0,13,14,0,4,0,0,18,.078651689,,.61538464,50,50,0,213,0,0,1,0,1,0,0,16,.23474178,,,1,1,0,19,0,0,0,0,,,,1,.052631579,,,3,0,3,16,0,3,3,0,,,,1,.1875,,1,41,41,0,199,0,1,4,0,0,0,0,9,.20603015,,0,10,10,0,47,0,0,2,0,,,,4,.21276596,,
2020-11-04,1,1,0,16,0,1,0,0,,,,1,.0625,,0,5,5,0,29,0,0,0,0,,,,3,.1724138,,,3,3,0,41,0,1,0,0,,,,21,.073170729,,0,1,1,0,5,0,0,0,0,,,,2,.2,,,7,7,0,103,0,2,0,0,0,0,0,25,.067961164,,0,4,4,0,41,0,0,0,0,,,,3,.097560972,,,113,113,0,973,0,21,4,2,3,1,1,88,.11613566,,0,17,17,0,131,0,0,0,0,0,0,0,9,.12977099,,,45,45,0,284,0,1,21,0,2,0,0,27,.15845071,,0,35,35,0,176,0,0,2,0,0,0,0,10,.19886364,,,6,6,0,28,0,1,0,0,,,,1,.21428572,,0,0,0,0,69,0,0,0,0,0,0,0,1,0,,,7,7,0,63,0,3,1,0,0,0,0,5,.11111111,,0,10,9,1,37,0,4,1,0,,,,5,.27027026,,.25
2020-11-05,3,3,0,29,0,0,0,0,,,,2,.10344828,,,3,2,1,33,0,3,1,0,,,,5,.090909094,,.33333334,2,2,0,33,0,1,0,0,0,0,0,3,.060606062,,0,20,20,0,160,0,0,0,0,0,0,0,1,.125,,,18,18,0,136,0,1,1,0,0,0,0,7,.13235295,,0,2,2,0,23,0,0,0,0,1,0,0,2,.086956523,,,90,86,4,805,0,58,12,1,6,1,1,115,.11180124,,.068965517,9,9,0,85,0,0,0,0,,,,12,.10588235,,,27,25,2,268,0,28,8,0,4,3,3,46,.10074627,,.071428575,32,32,0,148,0,0,2,0,0,0,0,6,.21621622,,,2,2,0,11,0,0,0,0,1,0,0,2,.18181819,,,0,0,0,10,0,0,0,0,0,0,0,3,0,,,6,6,0,65,0,2,1,0,2,0,0,1,.092307694,,0,7,7,0,42,0,0,0,0,0,0,0,2,.16666667,,
2020-11-06,0,0,0,11,0,1,0,1,,,,3,0,,0,1,1,0,23,0,0,0,0,0,0,0,1,.043478262,,,4,4,0,37,0,0,0,0,0,0,0,2,.10810811,,,0,0,0,77,0,0,0,0,,,,2,0,,,7,7,0,100,0,1,1,0,0,0,0,11,.07,,0,4,4,0,32,0,0,1,0,,,,3,.125,,,124,122,2,886,0,41,3,0,6,5,5,78,.13995485,,.048780486,16,16,0,119,0,0,0,0,,,,11,.13445379,,,31,31,0,243,0,1,7,1,8,5,5,43,.12757201,,0,25,25,0,66,0,0,2,0,,,,5,.37878788,,,1,1,0,9,0,0,0,0,,,,13,.11111111,,,1,1,0,16,0,0,0,0,1,0,0,3,.0625,,,21,21,0,227,0,1,0,0,0,0,0,3,.092511013,,0,11,11,0,75,0,0,0,0,,,,1,.14666666,,
2020-11-07,1,1,0,3,0,0,0,0,,,,,.33333334,,,2,2,0,35,0,3,0,0,,,,5,.057142857,,0,2,2,0,22,0,0,0,0,,,,5,.090909094,,,2,2,0,17,0,0,0,0,1,0,0,,.11764706,,,8,8,0,63,0,0,0,0,1,0,0,8,.12698413,,,0,0,0,60,0,0,0,0,1,0,0,8,0,,,102,100,2,710,0,27,4,1,7,5,5,65,.14366198,,.074074075,8,8,0,66,0,0,1,0,,,,3,.12121212,,,33,33,0,195,0,1,3,0,5,2,2,36,.16923077,,0,10,10,0,42,0,0,3,0,1,0,0,3,.23809524,,,3,3,0,22,0,0,0,0,,,,13,.13636364,,,6,6,0,17,0,0,0,0,1,1,1,1,.35294119,,,22,22,0,91,0,3,7,0,,,,2,.24175824,,0,39,39,0,125,0,0,0,0,,,,2,.31200001,,
2020-11-08,0,0,0,3,0,0,0,0,0,0,0,,0,,,4,4,0,17,0,0,0,0,,,,1,.23529412,,,3,3,0,15,0,2,0,0,0,0,0,1,.2,,0,0,0,0,2,0,0,0,0,0,0,0,1,0,,,3,3,0,19,0,0,0,0,0,0,0,4,.15789473,,,0,0,0,4,0,0,0,0,1,0,0,1,0,,,232,231,1,1227,0,16,25,1,2,1,1,22,.18907906,,.0625,3,3,0,14,0,0,0,0,0,0,0,1,.21428572,,,7,6,1,114,0,15,1,0,3,2,2,9,.061403509,,.06666667,14,14,0,49,0,0,1,0,2,0,0,3,.2857143,,,0,0,0,2,0,0,0,0,,,,,0,,,0,0,0,6,0,0,0,0,0,0,0,,0,,,9,9,0,53,0,1,0,1,0,0,0,5,.16981132,,0,10,10,0,78,0,0,0,0,,,,1,.12820514,,
2020-11-09,0,0,0,8,0,0,0,0,,,,2,0,,,3,3,0,32,0,0,0,0,0,0,0,4,.09375,,,2,2,0,36,0,0,0,0,1,1,1,2,.055555556,,,1,1,0,17,0,1,0,0,,,,1,.05882353,,0,8,8,0,80,0,0,0,0,,,,13,.1,,,3,3,0,31,0,0,1,0,1,0,0,,.096774191,,,83,82,1,771,0,41,4,1,3,2,2,105,.1076524,,.024390243,12,12,0,121,0,0,0,0,,,,4,.099173553,,,15,15,0,165,0,1,2,0,6,4,4,18,.090909094,,0,12,12,0,41,0,0,2,0,0,0,0,8,.29268292,,,0,0,0,32,0,0,0,0,,,,1,0,,,2,2,0,64,0,2,2,0,1,0,0,1,.03125,,0,8,8,0,87,0,2,2,0,0,0,0,11,.091954023,,0,3,3,0,41,0,0,0,0,0,0,0,6,.073170729,,
2020-11-10,0,0,0,5,0,0,0,0,0,0,0,,0,,,8,8,0,35,0,1,0,0,,,,10,.22857143,,0,1,1,0,30,0,1,0,0,,,,8,.033333335,,0,0,0,0,12,0,0,0,0,,,,2,0,,,9,9,0,55,0,1,0,0,1,0,0,10,.16363636,,0,3,3,0,46,0,0,1,0,,,,2,.065217391,,,105,104,1,916,0,89,7,1,10,4,4,103,.11462882,,.011235955,10,10,0,221,0,0,1,0,,,,13,.04524887,,,33,33,0,248,0,0,1,0,9,4,4,16,.13306452,,,19,19,0,67,0,0,5,0,1,0,0,50,.28358209,,,0,0,0,23,0,0,0,0,,,,1,0,,,1,1,0,138,0,1,0,0,,,,,.0072463769,,0,3,3,0,56,0,2,0,0,0,0,0,39,.053571429,,0,4,4,0,50,0,1,0,0,0,0,0,8,.079999998,,0
2020-11-11,0,0,0,6,0,0,0,0,,,,1,0,,,3,3,0,41,0,0,0,0,0,0,0,3,.073170729,,,6,6,0,33,0,0,0,0,,,,2,.18181819,,,1,1,0,12,0,0,0,0,0,0,0,1,.083333336,,,8,8,0,67,0,0,0,0,0,0,0,9,.11940298,,,1,1,0,13,0,0,0,0,2,0,0,6,.07692308,,,81,81,0,737,0,118,5,1,8,4,4,112,.10990502,,0,14,14,0,270,0,0,0,0,,,,19,.05185185,,,19,17,2,265,0,2,3,0,6,1,1,44,.071698114,,1,17,17,0,72,0,0,2,0,0,0,0,33,.2361111,,,2,2,0,7,0,0,0,0,,,,2,.2857143,,,4,4,0,17,0,0,0,0,,,,,.23529412,,,2,2,0,39,0,0,0,1,,,,4,.051282052,,,9,9,0,44,0,0,0,0,1,1,1,7,.20454545,,
2020-11-12,1,0,1,6,0,1,1,0,0,0,0,3,.16666667,,1,2,2,0,26,0,3,0,0,,,,3,.07692308,,0,2,2,0,23,0,0,0,0,2,2,2,2,.086956523,,,0,0,0,9,0,0,0,0,1,0,0,19,0,,,5,5,0,76,0,0,1,0,,,,16,.065789476,,,2,2,0,25,0,0,0,0,1,0,0,2,.079999998,,,83,79,4,719,0,131,5,3,8,4,4,87,.11543811,,.030534351,18,18,0,276,0,0,1,0,,,,8,.065217391,,,31,28,3,197,0,15,6,0,0,0,0,27,.1573604,,.2,14,14,0,47,0,0,1,0,0,0,0,29,.29787233,,,1,1,0,12,0,0,1,0,,,,2,.083333336,,,1,1,0,10,0,0,0,0,,,,1,.1,,,4,4,0,49,0,2,0,1,0,0,0,5,.081632651,,0,4,4,0,24,0,2,0,0,1,0,0,7,.16666667,,0
2020-11-13,2,2,0,52,0,1,0,0,,,,,.03846154,,0,2,2,0,26,0,2,0,0,,,,1,.07692308,,0,1,1,0,22,0,2,0,0,1,1,1,4,.045454547,,0,0,0,0,10,0,0,0,0,0,0,0,,0,,,12,12,0,82,0,0,0,0,2,1,1,8,.14634146,,,9,9,0,33,0,0,3,0,1,0,0,3,.27272728,,,69,68,1,700,0,124,6,0,6,5,5,122,.098571427,,.0080645159,10,10,0,186,0,0,0,0,,,,17,.053763442,,,34,34,0,309,0,2,3,0,0,0,0,28,.11003236,,0,24,24,0,85,0,0,0,0,0,0,0,24,.28235295,,,8,8,0,42,0,0,0,0,,,,4,.19047619,,,3,2,1,21,0,2,1,0,,,,2,.14285715,,.5,5,5,0,36,0,1,0,0,0,0,0,20,.1388889,,0,4,4,0,41,0,3,0,0,0,0,0,9,.097560972,,0
2020-11-14,0,0,0,9,0,0,0,0,,,,1,0,,,1,1,0,27,0,2,0,0,0,0,0,2,.037037037,,0,4,4,0,41,0,0,0,0,0,0,0,1,.097560972,,,2,2,0,10,0,0,0,0,,,,2,.2,,,11,11,0,59,0,0,3,0,0,0,0,7,.18644068,,,5,5,0,29,0,0,2,0,1,0,0,,.1724138,,,59,55,4,918,0,207,3,1,5,1,1,94,.064270154,,.019323671,4,4,0,81,0,0,0,0,,,,8,.049382716,,,22,22,0,406,0,2,4,0,7,2,2,33,.054187194,,0,20,20,0,75,0,0,5,0,0,0,0,10,.26666668,,,1,1,0,15,0,0,0,0,,,,5,.06666667,,,1,1,0,12,0,0,0,0,,,,5,.083333336,,,1,1,0,52,0,3,0,0,,,,15,.01923077,,0,2,2,0,25,0,0,0,0,,,,37,.079999998,,
2020-11-15,5,5,0,16,0,0,1,0,,,,,.3125,,,0,0,0,8,0,0,0,0,0,0,0,4,0,,,1,1,0,2,0,0,0,0,2,2,2,3,.5,,,2,2,0,7,0,0,0,0,1,0,0,,.2857143,,,6,6,0,22,0,1,0,0,0,0,0,5,.27272728,,0,3,3,0,35,0,0,1,0,,,,,.085714288,,,9,9,0,169,0,1,0,1,3,1,1,206,.053254437,,0,2,2,0,27,0,0,0,0,0,0,0,3,.074074075,,,5,5,0,56,0,0,1,0,10,4,4,6,.089285716,,,4,4,0,21,0,0,0,0,0,0,0,12,.19047619,,,1,1,0,3,0,0,0,0,0,0,0,,.33333334,,,0,0,0,3,0,0,0,0,,,,,0,,,0,0,0,5,0,0,0,0,2,0,0,9,0,,,2,2,0,7,0,0,0,0,0,0,0,10,.2857143,,
2020-11-16,4,4,0,15,0,0,0,0,,,,,.26666668,,,3,3,0,29,0,1,0,0,,,,3,.10344828,,0,5,5,0,35,0,3,0,0,0,0,0,2,.14285715,,0,2,2,0,11,0,0,0,0,,,,1,.18181819,,,11,11,0,80,0,0,0,0,2,0,0,8,.1375,,,6,6,0,30,0,0,2,0,,,,1,.2,,,83,80,3,839,0,208,7,0,9,3,3,90,.098927297,,.014423077,12,12,0,187,0,0,0,0,1,0,0,11,.064171121,,,22,17,5,150,0,14,6,0,4,2,2,17,.14666666,,.35714287,11,11,0,100,0,0,2,0,1,0,0,11,.11,,,2,2,0,8,0,0,0,0,,,,,.25,,,3,3,0,15,0,2,0,0,0,0,0,3,.2,,0,1,1,0,36,0,3,0,1,,,,10,.027777778,,0,13,13,0,65,0,1,0,0,1,0,0,1,.2,,0
2020-11-17,0,0,0,11,0,0,0,0,,,,1,0,,,3,3,0,39,0,1,0,0,,,,7,.07692308,,0,3,3,0,46,0,6,0,0,0,0,0,1,.065217391,,0,0,0,0,8,0,0,0,0,0,0,0,,0,,,11,11,0,96,0,1,0,0,0,0,0,7,.11458334,,0,3,3,0,39,0,0,0,0,1,0,0,8,.07692308,,,84,83,1,993,0,219,2,3,2,2,2,108,.084592149,,.0045662099,12,12,0,152,0,0,0,0,0,0,0,9,.078947365,,,15,15,0,117,0,0,2,1,7,4,4,43,.12820514,,,19,19,0,85,0,0,1,0,0,0,0,19,.22352941,,,0,0,0,25,0,0,0,0,0,0,0,,0,,,1,1,0,9,0,0,0,0,0,0,0,4,.11111111,,,3,3,0,37,0,1,1,0,0,0,0,6,.081081077,,0,16,16,0,106,0,0,0,0,1,0,0,6,.1509434,,
2020-11-18,1,1,0,10,0,0,0,0,,,,,.1,,,7,7,0,39,0,2,0,0,,,,5,.17948718,,0,3,3,0,23,0,0,0,0,,,,7,.13043478,,,2,2,0,9,0,0,0,0,,,,2,.22222222,,,8,8,0,62,0,2,0,0,0,0,0,9,.12903225,,0,6,6,0,19,0,0,1,0,1,0,0,1,.31578946,,,71,67,4,830,0,210,6,0,3,2,2,80,.085542172,,.01904762,9,9,0,96,0,1,0,0,0,0,0,13,.09375,,0,20,15,5,137,0,12,6,1,3,0,0,22,.14598539,,.41666666,16,16,0,51,0,0,3,0,0,0,0,13,.3137255,,,1,1,0,17,0,0,0,0,0,0,0,5,.05882353,,,2,2,0,11,0,0,1,0,,,,4,.18181819,,,4,4,0,49,0,1,1,0,1,0,0,5,.081632651,,0,5,5,0,67,0,1,1,0,0,0,0,9,.074626863,,0
2020-11-19,3,3,0,11,0,0,0,0,,,,,.27272728,,,0,0,0,31,0,0,0,0,,,,3,0,,,2,2,0,27,0,3,1,0,0,0,0,2,.074074075,,0,3,3,0,16,0,0,1,0,,,,1,.1875,,,2,2,0,40,0,2,0,0,1,0,0,6,.050000001,,0,2,2,0,27,0,1,1,0,1,0,0,4,.074074075,,0,72,63,9,799,0,139,16,0,5,5,5,82,.090112641,,.064748198,7,7,0,104,0,0,0,0,1,0,0,17,.067307696,,,11,9,2,127,0,10,3,0,2,2,2,29,.086614177,,.2,20,20,0,69,0,0,4,0,0,0,0,16,.28985506,,,2,2,0,18,0,0,0,0,1,0,0,1,.11111111,,,0,0,0,5,0,0,0,0,,,,1,0,,,4,4,0,61,0,5,0,1,0,0,0,4,.065573767,,0,2,1,1,26,0,3,1,0,,,,3,.07692308,,.33333334
2020-11-20,2,2,0,15,0,0,0,0,,,,2,.13333334,,,1,1,0,21,0,2,0,0,,,,2,.047619049,,0,7,3,4,29,0,5,4,0,1,1,1,1,.24137931,,.80000001,2,2,0,9,0,0,0,0,,,,,.22222222,,,6,6,0,53,0,5,0,0,,,,11,.11320755,,0,1,1,0,43,0,0,0,0,0,0,0,8,.023255814,,,93,86,7,771,0,78,14,0,17,12,12,69,.12062257,,.089743592,8,8,0,135,0,0,0,0,,,,11,.059259258,,,15,11,4,149,0,20,5,0,7,5,5,35,.10067114,,.2,15,15,0,54,0,0,2,0,0,0,0,22,.27777779,,,0,0,0,7,0,2,0,0,0,0,0,8,0,,0,2,2,0,12,0,1,0,0,,,,2,.16666667,,0,3,3,0,52,0,2,0,0,,,,7,.057692308,,0,2,2,0,23,0,0,1,0,,,,5,.086956523,,
2020-11-21,1,1,0,12,0,0,0,0,,,,,.083333336,,,1,1,0,23,0,1,0,0,,,,1,.043478262,,0,5,2,3,35,0,5,2,0,,,,5,.14285715,,.60000002,2,2,0,19,0,0,0,0,,,,2,.10526316,,,5,5,0,36,0,0,0,0,0,0,0,10,.1388889,,,1,1,0,10,0,0,0,0,,,,3,.1,,,64,62,2,733,0,24,4,1,6,4,4,63,.087312415,,.083333336,6,6,0,112,0,0,0,0,,,,5,.053571429,,,17,16,1,123,0,1,2,0,2,1,1,22,.13821138,,1,10,10,0,59,0,0,0,0,,,,22,.16949153,,,0,0,0,9,0,0,0,0,,,,1,0,,,1,1,0,8,0,0,0,0,0,0,0,2,.125,,,3,3,0,34,0,1,0,0,0,0,0,8,.088235296,,0,7,7,0,140,0,1,0,0,1,1,1,4,.050000001,,0
2020-11-22,0,0,0,8,0,0,0,0,,,,5,0,,,1,1,0,4,0,0,0,0,,,,,.25,,,0,0,0,22,0,0,0,0,1,1,1,1,0,,,0,0,0,5,0,0,0,0,0,0,0,2,0,,,4,4,0,16,0,0,3,0,0,0,0,6,.25,,,4,4,0,30,0,0,1,0,,,,2,.13333334,,,52,52,0,261,0,0,3,0,8,5,5,35,.19923371,,,3,3,0,21,0,0,0,0,1,0,0,2,.14285715,,,16,16,0,86,0,0,10,0,2,0,0,6,.18604651,,,13,13,0,60,0,0,3,0,0,0,0,5,.21666667,,,1,1,0,5,0,0,0,0,,,,1,.2,,,0,0,0,3,0,0,0,0,,,,,0,,,2,2,0,13,0,0,0,0,1,0,0,1,.15384616,,,1,1,0,11,0,0,0,0,1,1,1,2,.090909094,,
2020-11-23,0,0,0,5,0,0,0,0,,,,4,0,,,5,5,0,44,0,2,0,0,0,0,0,3,.11363637,,0,1,1,0,22,0,1,0,0,,,,5,.045454547,,0,0,0,0,5,0,0,0,0,,,,1,0,,,12,12,0,59,0,1,2,0,0,0,0,10,.20338982,,0,1,1,0,32,0,0,0,0,2,0,0,6,.03125,,,84,84,0,722,0,25,8,0,9,7,7,74,.11634349,,0,5,5,0,89,0,0,1,0,,,,11,.056179777,,,16,9,7,207,0,23,9,1,2,1,1,16,.077294685,,.30434781,22,22,0,75,0,0,3,0,1,0,0,9,.29333332,,,0,0,0,19,0,0,0,1,1,1,1,2,0,,,2,2,0,13,0,1,0,0,,,,3,.15384616,,0,5,5,0,40,0,2,0,0,1,1,1,2,.125,,0,3,3,0,33,0,1,0,0,1,0,0,12,.090909094,,0
