fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2020-07-31,721,619,102,0,4927,4730,164,0,185,33,191,105,105,0,404,12230,10151,2079,0,151639,147226,4140,0,7542,3289,273,5254,2902,2902,0,.14633651,.13086681,.62195122,,144,0,,26,,.44382024,
2020-08-01,593,534,59,0,3659,3545,86,0,118,28,455,198,198,0,377,12823,10685,2138,0,155298,150771,4226,0,7919,3407,301,5709,3100,3100,0,.16206613,.15063469,.68604654,,145,0,,13,,.37716264,
2020-08-02,188,187,1,0,1016,993,1,0,56,22,186,81,81,0,102,13011,10872,2139,0,156314,151764,4227,0,8021,3463,323,5895,3181,3181,0,.18503937,.18831822,1,,146,0,,12,,.50490195,
2020-08-03,902,797,105,0,5038,4851,168,0,202,19,216,73,73,0,461,13913,11669,2244,0,161352,156615,4395,0,8482,3665,342,6111,3254,3254,0,.1790393,.16429602,.625,,147,0,,11,,,
2020-08-04,861,804,57,0,4992,4883,88,0,162,21,182,70,70,0,432,14774,12473,2301,0,166344,161498,4483,0,8914,3827,363,6293,3324,3324,0,.17247596,.16465288,.64772725,,148,0,,20,,.43965518,
2020-08-05,837,685,152,0,4114,3895,204,0,282,15,232,76,76,0,580,15611,13158,2453,0,170458,165393,4687,0,9494,4109,378,6525,3400,3400,0,.20345163,.1758665,.74509805,,149,0,,13,,.55656111,
2020-08-06,874,711,163,0,4535,4260,248,0,249,27,172,73,73,0,525,16485,13869,2616,0,174993,169653,4935,0,10019,4358,405,6697,3473,3473,0,.19272326,.16690141,.65725809,,150,0,,22,,.47474748,
2020-08-07,917,797,120,0,4471,4244,200,0,234,27,187,90,90,0,632,17402,14666,2736,0,179464,173897,5135,0,10651,4592,432,6884,3563,3563,0,.20509952,.18779454,.60000002,,151,0,,23,,.47019866,
2020-08-08,768,601,167,0,3574,3293,251,0,256,30,209,80,80,0,622,18170,15267,2903,0,183038,177190,5386,0,11273,4848,462,7093,3643,3643,0,.21488528,.18250835,.66533864,,152,0,,13,,.57575756,
2020-08-09,173,168,5,0,808,784,6,0,31,18,163,62,62,0,281,18343,15435,2908,0,183846,177974,5392,0,11554,4879,480,7256,3705,3705,0,.21410891,.21428572,.83333331,,153,0,,15,,.38418078,
2020-08-10,1135,1009,126,0,5128,4868,244,0,238,16,369,118,118,0,828,19478,16444,3034,0,188974,182842,5636,0,12382,5117,496,7625,3823,3823,0,.22133385,.20727198,.51639342,,154,0,,15,,0,
2020-08-11,1317,1140,177,0,5076,4765,288,0,327,23,152,48,48,0,700,20795,17584,3211,0,194050,187607,5924,0,13082,5444,519,7777,3871,3871,0,.25945628,.23924449,.61458331,,155,0,,11,,.48648649,
2020-08-12,1031,918,113,0,4250,4054,176,0,242,20,197,78,78,0,831,21826,18502,3324,0,198300,191661,6100,0,13913,5686,539,7974,3949,3949,0,.24258824,.22644302,.64204544,,156,0,,14,,.54285717,
2020-08-13,1085,982,103,0,4257,4027,201,0,203,29,146,51,51,0,876,22911,19484,3427,0,202557,195688,6301,0,14789,5889,568,8120,4000,4000,0,.25487432,.24385399,.51243782,,157,0,,17,,.45977011,
2020-08-14,1082,945,137,0,4525,4251,245,0,237,29,217,84,84,0,882,23993,20429,3564,0,207082,199939,6546,0,15671,6126,597,8337,4084,4084,0,.23911603,.22230063,.55918366,,158,0,,17,,.37226278,
2020-08-15,958,814,144,0,3422,3144,248,0,231,30,263,83,83,0,692,24951,21243,3708,0,210504,203083,6794,0,16363,6357,627,8600,4167,4167,0,.27995324,.25890586,.58064514,,159,0,,9,,.47826087,
2020-08-16,157,156,1,0,807,773,3,0,20,31,138,58,58,0,193,25108,21399,3709,0,211311,203856,6797,0,16556,6377,658,8738,4225,4225,0,.19454771,.20181112,.33333334,,160,0,,19,,.58823532,
2020-08-17,1236,1148,88,0,5181,5001,153,0,206,27,188,68,68,0,1052,26344,22547,3797,0,216492,208857,6950,0,17608,6583,685,8926,4293,4293,0,.23856398,.22955409,.57516342,,161,0,,20,,0,
2020-08-18,1091,951,140,0,4129,3845,259,0,286,25,197,81,81,0,1085,27435,23498,3937,0,220621,212702,7209,0,18693,6869,710,9123,4374,4374,0,.26422861,.2473342,.54054052,,162,0,,16,,.53521127,
2020-08-19,1446,1297,149,0,4764,4460,277,0,287,27,119,46,46,0,1016,28881,24795,4086,0,225385,217162,7486,0,19709,7156,737,9242,4420,4420,0,.30352646,.29080719,.53790611,,163,0,,15,,.41520467,
2020-08-20,1685,1531,154,0,6595,6320,246,0,278,29,252,106,106,0,1080,30566,26326,4240,0,231980,223482,7732,0,20789,7434,766,9494,4526,4526,0,.25549659,.24224684,.62601626,,164,0,,18,,.46753246,
2020-08-21,1619,1591,28,0,6141,6051,64,0,200,26,121,54,54,0,1049,32185,27917,4268,0,238121,229533,7796,0,21838,7634,792,9615,4580,4580,0,.26363784,.26293173,.4375,,165,0,,21,,.50617284,
2020-08-22,1458,1334,124,0,5226,4968,239,0,268,19,112,53,53,0,962,33643,29251,4392,0,243347,234501,8035,0,22800,7902,811,9727,4633,4633,0,.27898967,.26851851,.51882845,,166,0,,20,,.41818181,
2020-08-23,316,316,0,0,1364,1349,0,0,28,15,99,30,30,0,138,33959,29567,4392,0,244711,235850,8035,0,22938,7930,826,9826,4663,4663,0,.23167156,.2342476,,,167,0,,16,,.49253732,
2020-08-24,2980,2898,82,0,8441,8234,192,0,462,15,127,41,41,0,1248,36939,32465,4474,0,253152,244084,8227,0,24186,8392,841,9953,4704,4704,0,.35303873,.35195529,.42708334,,168,0,,20,,,
2020-08-25,1102,1031,71,0,4179,4022,141,0,176,16,111,33,33,0,1311,38041,33496,4545,0,257331,248106,8368,0,25497,8568,857,10064,4737,4737,0,.26369944,.25634012,.50354612,,169,0,,16,,.48175183,
2020-08-26,1100,995,105,0,3894,3722,157,0,198,15,85,26,26,0,1446,39141,34491,4650,0,261225,251828,8525,0,26943,8766,872,10149,4763,4763,0,.28248587,.26732939,.6687898,,170,0,,17,,.46258503,
2020-08-27,1165,1130,35,0,4364,4271,72,0,133,21,77,31,31,0,1680,40306,35621,4685,0,265589,256099,8597,0,28623,8899,893,10226,4794,4794,0,.26695693,.26457503,.4861111,,171,0,,26,,.54651165,
2020-08-28,1389,1231,158,0,5616,5288,307,0,265,21,82,28,28,0,1736,41695,36852,4843,0,271205,261387,8904,0,30359,9164,914,10308,4822,4822,0,.24732906,.23279123,.51465797,,172,0,,23,,.38121548,
2020-08-29,790,718,72,0,3721,3487,216,0,135,18,64,29,29,0,1497,42485,37570,4915,0,274926,264874,9120,0,31856,9299,932,10372,4851,4851,0,.21230853,.20590766,.33333334,,173,0,,23,,.51176471,
2020-08-30,124,124,0,0,679,661,0,0,15,18,65,29,29,0,318,42609,37694,4915,0,275605,265535,9120,0,32174,9314,950,10437,4880,4880,0,.18262151,.18759455,,,174,0,,25,,.3883495,
2020-08-31,1058,999,59,0,4619,4438,158,0,166,23,62,23,23,0,3003,43667,38693,4974,0,280224,269973,9278,0,35177,9480,973,10499,4903,4903,0,.22905391,.2251014,.37341774,,175,0,,17,,.40000001,
2020-09-01,895,855,40,0,3996,3868,121,0,128,7,155,35,35,0,1161,44562,39548,5014,0,284220,273841,9399,0,36338,9608,980,10654,4938,4938,0,.22397397,.22104447,.33057851,,176,0,,23,,.43055555,
2020-09-02,828,774,54,0,3687,3521,153,0,130,13,68,23,23,0,1202,45390,40322,5068,0,287907,277362,9552,0,37540,9738,993,10722,4961,4961,0,.22457282,.21982391,.35294119,,177,0,,22,,.47222221,
2020-09-03,733,702,31,0,3340,3221,114,0,108,5,45,14,14,0,1343,46123,41024,5099,0,291247,280583,9666,0,38883,9846,998,10767,4975,4975,0,.21946108,.21794474,.27192983,,178,0,,18,,.3836478,
2020-09-04,741,699,42,0,3391,3226,160,0,132,5,50,20,20,0,1322,46864,41723,5141,0,294638,283809,9826,0,40205,9978,1003,10817,4995,4995,0,.21851961,.216677,.26249999,,179,0,,19,,.49685535,
2020-09-05,485,453,32,0,2599,2469,120,0,104,10,54,27,27,0,901,47349,42176,5173,0,297237,286278,9946,0,41106,10082,1013,10871,5022,5022,0,.18661024,.18347509,.26666668,,180,0,,21,,.33132529,
2020-09-06,115,115,0,0,887,881,0,0,9,6,32,18,18,0,155,47464,42291,5173,0,298124,287159,9946,0,41261,10091,1019,10903,5040,5040,0,.1296505,.13053349,,,181,0,,24,,.41176471,
2020-09-07,1234,1193,41,0,4491,4313,176,0,143,2,54,22,22,0,1177,48698,43484,5214,0,302615,291472,10122,0,42438,10234,1021,10957,5062,5062,0,.27477178,.27660561,.23295455,,182,0,,24,,1,
2020-09-08,1269,1246,23,0,5128,5019,100,0,124,9,42,15,15,0,968,49967,44730,5237,0,307743,296491,10222,0,43406,10358,1030,10999,5077,5077,0,.2474649,.24825662,.23,,183,0,,23,,.51260507,
2020-09-09,884,844,40,0,4339,4165,167,0,118,7,33,8,8,0,908,50851,45574,5277,0,312082,300656,10389,0,44314,10476,1037,11032,5085,5085,0,.20373358,.20264105,.23952095,,184,0,,23,,.5408805,
2020-09-10,704,672,32,0,3461,3308,143,0,79,10,66,27,27,0,782,51555,46246,5309,0,315543,303964,10532,0,45096,10555,1047,11098,5112,5112,0,.20340942,.20314389,.22377622,,185,0,,23,,.3968254,
2020-09-11,734,716,18,0,3495,3385,101,0,75,9,34,17,17,0,898,52289,46962,5327,0,319038,307349,10633,0,45994,10630,1056,11132,5129,5129,0,.21001431,.21152142,.17821783,,186,0,,20,,.44585988,
2020-09-12,487,470,17,0,2539,2459,71,0,74,9,34,15,15,0,566,52776,47432,5344,0,321577,309808,10704,0,46560,10704,1065,11166,5144,5144,0,.19180779,.1911346,.23943663,,187,0,,,,.47798741,
2020-09-13,205,205,0,0,808,804,0,0,20,4,31,12,12,0,117,52981,47637,5344,0,322385,310612,10704,0,46677,10724,1069,11197,5156,5156,0,.25371286,.25497511,,,188,0,,,,.56111109,
2020-09-14,708,666,42,0,3611,3417,185,0,94,9,31,11,11,0,1212,53689,48303,5386,0,325996,314029,10889,0,47889,10818,1078,11228,5167,5167,0,.19606757,.19490781,.22702703,,189,0,,,,1,
2020-09-15,565,554,11,0,3245,3127,111,0,60,7,46,13,13,0,1235,54254,48857,5397,0,329241,317156,11000,0,49124,10878,1085,11274,5180,5180,0,.17411402,.17716661,.0990991,,190,0,,,,.60150373,
2020-09-16,515,500,15,0,3192,3089,100,0,53,3,19,9,9,0,883,54769,49357,5412,0,332433,320245,11100,0,50007,10931,1088,11293,5189,5189,0,.16134085,.16186468,.15000001,,191,0,,,,.64968151,
2020-09-17,373,358,15,0,2289,2163,119,0,42,7,25,10,10,0,717,55142,49715,5427,0,334722,322408,11219,0,50724,10973,1095,11318,5199,5199,0,.16295326,.16551086,.12605043,,192,0,,,,.52284265,
2020-09-18,345,325,20,0,2298,2131,162,0,36,5,38,14,14,0,802,55487,50040,5447,0,337020,324539,11381,0,51526,11009,1100,11356,5213,5213,0,.15013056,.15251055,.12345679,,193,0,,,,.50655019,
2020-09-19,283,271,12,0,1918,1727,189,0,43,2,29,11,11,0,510,55770,50311,5459,0,338938,326266,11570,0,52036,11052,1102,11385,5224,5224,0,.14754952,.15691951,.063492067,,194,0,,,,.50581396,
2020-09-20,61,61,0,0,391,386,0,0,3,5,54,19,19,0,191,55831,50372,5459,0,339329,326652,11570,0,52227,11055,1107,11439,5243,5243,0,.15601023,.15803109,,,195,0,,,,.42465752,
2020-09-21,444,419,25,0,2599,2385,210,0,50,4,28,12,12,0,835,56275,50791,5484,0,341928,329037,11780,0,53062,11105,1111,11467,5255,5255,0,.17083494,.17568134,.11904762,,196,0,,,,1,
2020-09-22,366,340,26,0,2249,2026,219,0,44,4,18,5,5,0,670,56641,51131,5510,0,344177,331063,11999,0,53732,11149,1115,11485,5260,5260,0,.16273899,.16781837,.11872146,,197,0,,,,.48818898,
2020-09-23,434,412,22,0,2618,2452,162,0,39,4,18,12,12,0,592,57075,51543,5532,0,346795,333515,12161,0,54324,11188,1119,11503,5272,5272,0,.1657754,.1680261,.13580246,,198,0,,,,.50306749,
2020-09-24,409,386,23,0,2259,2126,125,0,53,8,24,17,17,0,415,57484,51929,5555,0,349054,335641,12286,0,54739,11241,1127,11527,5289,5289,0,.18105356,.18156162,.184,,199,0,,,,.48344371,
2020-09-25,449,429,20,0,2803,2674,123,0,49,6,22,8,8,0,364,57933,52358,5575,0,351857,338315,12409,0,55103,11290,1133,11549,5297,5297,0,.16018552,.16043381,.16260162,,200,0,,,,.44736841,
2020-09-26,292,287,5,0,1985,1923,55,0,31,7,15,9,9,0,296,58225,52645,5580,0,353842,340238,12464,0,55399,11321,1140,11564,5306,5306,0,.14710328,.14924596,.090909094,,201,0,,,,0,
2020-09-27,40,40,0,0,305,302,0,0,2,3,12,7,7,0,77,58265,52685,5580,0,354147,340540,12464,0,55476,11323,1143,11576,5313,5313,0,.13114753,.13245033,,,202,0,,,,.51999998,
2020-09-28,324,306,18,0,2602,2522,74,0,42,6,12,4,4,0,469,58589,52991,5598,0,356749,343062,12538,0,55945,11365,1149,11588,5317,5317,0,.1245196,.12133227,.24324325,,203,0,,,,.5,
2020-09-29,530,513,17,0,2687,2570,113,0,63,4,10,3,3,0,365,59119,53504,5615,0,359436,345632,12651,0,56310,11428,1153,11598,5320,5320,0,.197246,.19961089,.15044248,,204,0,,,,.51612902,
2020-09-30,457,439,18,0,2741,2633,105,0,29,3,19,8,8,0,425,59576,53943,5633,0,362177,348265,12756,0,56735,11457,1156,11617,5328,5328,0,.16672747,.16672997,.17142858,,205,0,,,,.59090906,
2020-10-01,457,446,11,0,2652,2518,128,0,34,6,39,9,9,0,396,60033,54389,5644,0,364829,350783,12884,0,57131,11491,1162,11656,5337,5337,0,.17232278,.17712471,.0859375,,206,0,,,,.63533837,
2020-10-02,413,403,10,0,2312,2219,89,0,26,4,25,6,6,0,435,60446,54792,5654,0,367141,353002,12973,0,57566,11517,1166,11681,5343,5343,0,.17863321,.18161334,.11235955,,207,0,,,,.34705883,
2020-10-03,405,402,3,0,2068,2003,63,0,20,2,14,4,4,0,305,60851,55194,5657,0,369209,355005,13036,0,57871,11537,1168,11695,5347,5347,0,.19584139,.20069896,.047619049,,208,0,,,,.4728682,
2020-10-04,100,100,0,0,473,472,0,0,7,1,7,1,1,0,46,60951,55294,5657,0,369682,355477,13036,0,57917,11544,1169,11702,5348,5348,0,.2114165,.21186441,,,209,0,,,,.40458015,
2020-10-05,296,289,7,0,1848,1763,82,0,23,3,20,4,4,0,346,61247,55583,5664,0,371530,357240,13118,0,58263,11567,1172,11722,5352,5352,0,.16017316,.16392513,.085365854,,210,0,,,,,
2020-10-06,232,210,22,0,1596,1512,81,0,30,3,12,5,5,0,543,61479,55793,5686,0,373126,358752,13199,0,58806,11597,1175,11734,5357,5357,0,.14536341,.1388889,.27160493,,211,0,,,,.41791046,
2020-10-07,193,187,6,0,1541,1460,80,0,21,1,12,1,1,0,454,61672,55980,5692,0,374667,360212,13279,0,59260,11618,1176,11746,5358,5358,0,.12524335,.12808219,.075000003,,212,0,,,,.3197279,
2020-10-08,396,392,4,0,2637,2539,94,0,21,4,11,3,3,0,460,62068,56372,5696,0,377304,362751,13373,0,59720,11639,1180,11757,5361,5361,0,.15017065,.1543915,.04255319,,213,0,,,,.34751773,
2020-10-09,495,493,2,0,3171,3137,34,0,28,0,8,2,2,0,433,62563,56865,5698,0,380475,365888,13407,0,60153,11667,1180,11765,5363,5363,0,.15610218,.15715651,.05882353,,214,0,,,,.35714287,
2020-10-10,534,530,4,0,3038,2964,73,0,49,1,21,6,6,0,398,63097,57395,5702,0,383513,368852,13480,0,60551,11716,1181,11786,5369,5369,0,.17577353,.17881241,.05479452,,215,0,,,,.35467979,
2020-10-11,60,60,0,0,574,572,1,0,7,1,14,4,4,0,97,63157,57455,5702,0,384087,369424,13481,0,60648,11723,1182,11800,5373,5373,0,.10452962,.10489511,0,,216,0,,,,.5,
2020-10-12,869,865,4,0,3277,3214,62,0,41,1,18,2,2,0,310,64026,58320,5706,0,387364,372638,13543,0,60958,11764,1183,11818,5375,5375,0,.26518157,.26913503,.064516127,,217,0,,,,,
2020-10-13,563,556,7,0,2155,2068,84,0,51,3,11,3,3,0,246,64589,58876,5713,0,389519,374706,13627,0,61204,11815,1186,11829,5378,5378,0,.26125291,.26885879,.083333336,,218,0,,,,,
2020-10-14,389,383,6,0,2168,2114,52,0,30,2,10,4,4,0,242,64978,59259,5719,0,391687,376820,13679,0,61446,11845,1188,11839,5382,5382,0,.17942804,.18117313,.11538462,,219,0,,,,,
2020-10-15,333,331,2,0,1992,1925,67,0,22,0,23,10,10,0,423,65311,59590,5721,0,393679,378745,13746,0,61869,11867,1188,11862,5392,5392,0,.16716868,.17194805,.029850746,,220,0,,,,,
2020-10-16,321,316,5,0,2036,1943,90,0,22,3,19,10,10,0,503,65632,59906,5726,0,395715,380688,13836,0,62372,11889,1191,11881,5402,5402,0,.15766208,.1626351,.055555556,,221,0,,,,,
2020-10-17,149,149,0,0,1384,1344,37,0,11,3,10,6,6,0,535,65781,60055,5726,0,397099,382032,13873,0,62907,11900,1194,11891,5408,5408,0,.10765896,.1108631,0,,222,0,,,,,
2020-10-18,59,47,12,0,389,371,13,0,7,5,8,4,4,0,61,65840,60102,5738,0,397488,382403,13886,0,62968,11907,1199,11899,5412,5412,0,.15167095,.12668464,.92307693,,223,0,,,,,
2020-10-19,231,227,4,0,1565,1517,41,0,16,7,7,4,4,0,752,66071,60329,5742,0,399053,383920,13927,0,63720,11923,1206,11906,5416,5416,0,.14760384,.14963745,.097560972,,224,0,,,,,
2020-10-20,324,314,10,0,2074,1995,78,0,30,1,27,10,10,0,508,66395,60643,5752,0,401127,385915,14005,0,64228,11953,1207,11933,5426,5426,0,.15621987,.15739349,.12820514,,225,0,,,,,
2020-10-21,193,178,15,0,1287,1194,91,0,33,2,11,4,4,0,360,66588,60821,5767,0,402414,387109,14096,0,64588,11986,1209,11944,5430,5430,0,.14996114,.14907873,.16483517,,226,0,,,,,
2020-10-22,271,258,13,0,1653,1594,57,0,25,2,10,4,4,0,308,66859,61079,5780,0,404067,388703,14153,0,64896,12011,1211,11954,5434,5434,0,.16394435,.16185696,.22807017,,227,0,,,,,
2020-10-23,223,222,1,0,1639,1601,36,0,11,2,4,1,1,0,319,67082,61301,5781,0,405706,390304,14189,0,65215,12022,1213,11958,5435,5435,0,.13605857,.13866334,.027777778,,228,0,,,,,
2020-10-24,187,184,3,0,1265,1238,24,0,17,3,7,2,2,0,164,67269,61485,5784,0,406971,391542,14213,0,65379,12039,1216,11965,5437,5437,0,.14782609,.14862682,.125,,229,0,,,,,
2020-10-25,30,30,0,0,317,315,0,0,3,2,18,0,0,0,47,67299,61515,5784,0,407288,391857,14213,0,65426,12042,1218,11983,5437,5437,0,.094637223,.095238097,,,230,0,,,,,
2020-10-26,257,246,11,0,1482,1427,54,0,25,1,20,3,3,0,363,67556,61761,5795,0,408770,393284,14267,0,65789,12067,1219,12003,5440,5440,0,.1734143,.17238963,.2037037,,231,0,,,,,
2020-10-27,206,205,1,0,1430,1372,56,0,16,2,6,1,1,0,388,67762,61966,5796,0,410200,394656,14323,0,66177,12083,1221,12009,5441,5441,0,.14405595,.14941691,.017857144,,232,0,,,,,
2020-10-28,195,189,6,0,1340,1266,69,0,19,5,11,2,2,0,207,67957,62155,5802,0,411540,395922,14392,0,66384,12102,1226,12020,5443,5443,0,.14552239,.1492891,.086956523,,233,1,,,,,
2020-10-29,188,186,2,0,1168,1112,53,0,13,3,14,4,4,0,288,68145,62341,5804,0,412708,397034,14445,0,66672,12115,1229,12034,5447,5447,0,.1609589,.16726619,.03773585,,234,0,,,,,
2020-10-30,182,182,0,0,1431,1367,62,0,13,2,19,8,8,0,244,68327,62523,5804,0,414139,398401,14507,0,66916,12128,1231,12053,5455,5455,0,.12718379,.13313825,0,,235,0,,,,,
2020-10-31,143,141,2,0,1335,1293,42,0,17,0,3,2,2,0,192,68470,62664,5806,0,415474,399694,14549,0,67108,12145,1231,12056,5457,5457,0,.1071161,.10904872,.047619049,,236,0,,,,,
2020-11-01,50,50,0,0,363,361,0,0,11,2,26,5,5,0,41,68520,62714,5806,0,415837,400055,14549,0,67149,12156,1233,12082,5462,5462,0,.13774104,.13850416,,,237,0,,,,,
2020-11-02,166,163,3,0,1253,1195,57,0,13,1,11,4,4,0,245,68686,62877,5809,0,417090,401250,14606,0,67394,12169,1234,12093,5466,5466,0,.13248204,.13640167,.052631579,,238,0,,,,,
2020-11-03,289,277,12,0,2126,2089,36,0,38,1,8,2,2,0,221,68975,63154,5821,0,419216,403339,14642,0,67615,12207,1235,12101,5468,5468,0,.13593604,.13259932,.33333334,,239,0,,,,,
2020-11-04,252,251,1,0,1849,1816,31,0,29,2,4,1,1,0,201,69227,63405,5822,0,421065,405155,14673,0,67816,12236,1237,12105,5469,5469,0,.13628988,.13821585,.032258064,,240,0,,,,,
2020-11-05,218,211,7,0,1691,1606,84,0,25,1,12,3,3,0,204,69445,63616,5829,0,422756,406761,14757,0,68020,12261,1238,12117,5472,5472,0,.1289178,.13138232,.083333336,,241,0,,,,,
2020-11-06,244,242,2,0,1767,1724,41,0,13,2,14,9,9,0,179,69689,63858,5831,0,424523,408485,14798,0,68199,12274,1240,12131,5481,5481,0,.13808715,.14037123,.048780486,,242,0,,,,,
2020-11-07,236,234,2,0,1369,1334,34,0,18,1,16,7,7,0,150,69925,64092,5833,0,425892,409819,14832,0,68349,12292,1241,12147,5488,5488,0,.1723886,.1754123,.05882353,,243,0,,,,,
2020-11-08,285,283,2,0,1535,1499,34,0,27,2,8,3,3,0,48,70210,64375,5835,0,427427,411318,14866,0,68397,12319,1243,12155,5491,5491,0,.18566775,.18879253,.05882353,,244,0,,,,,
2020-11-09,152,151,1,0,1409,1363,45,0,13,1,12,7,7,0,176,70362,64526,5836,0,428836,412681,14911,0,68573,12332,1244,12167,5498,5498,0,.10787793,.11078503,.022222223,,245,0,,,,,
2020-11-10,193,192,1,0,1735,1643,91,0,15,1,18,6,6,0,260,70555,64718,5837,0,430571,414324,15002,0,68833,12347,1245,12185,5504,5504,0,.11123919,.11685941,.010989011,,246,0,,,,,
2020-11-11,166,164,2,0,1524,1406,116,0,10,2,17,6,6,0,242,70721,64882,5839,0,432095,415730,15118,0,69075,12357,1247,12202,5510,5510,0,.10892388,.11664296,.017241379,,247,0,,,,,
2020-11-12,166,158,8,0,1392,1241,147,0,16,4,12,5,5,0,208,70887,65040,5847,0,433487,416971,15265,0,69283,12373,1251,12214,5515,5515,0,.11925288,.12731668,.054421768,,248,0,,,,,
2020-11-13,183,181,2,0,1545,1413,132,0,13,0,7,4,4,0,240,71070,65221,5849,0,435032,418384,15397,0,69523,12386,1251,12221,5519,5519,0,.1184466,.12809625,.015151516,,249,0,,,,,
2020-11-14,131,127,4,0,1631,1419,211,0,17,1,13,3,3,0,218,71201,65348,5853,0,436663,419803,15608,0,69741,12403,1252,12234,5522,5522,0,.080318823,.089499645,.018957347,,250,0,,,,,
2020-11-15,40,40,0,0,350,347,2,0,3,1,17,6,6,0,258,71241,65388,5853,0,437013,420150,15610,0,69999,12406,1253,12251,5528,5528,0,.11428571,.11527377,0,,251,0,,,,,
2020-11-16,175,167,8,0,1494,1265,228,0,17,1,18,5,5,0,158,71416,65555,5861,0,438507,421415,15838,0,70157,12423,1254,12269,5533,5533,0,.1171352,.13201581,.03508772,,252,0,,,,,
2020-11-17,167,166,1,0,1630,1404,222,0,6,4,10,6,6,0,216,71583,65721,5862,0,440137,422819,16060,0,70373,12429,1258,12279,5539,5539,0,.10245398,.11823362,.0045045046,,253,0,,,,,
2020-11-18,154,145,9,0,1335,1109,225,0,19,1,7,2,2,0,173,71737,65866,5871,0,441472,423928,16285,0,70546,12448,1259,12286,5541,5541,0,.1153558,.13074842,.039999999,,254,0,,,,,
2020-11-19,128,116,12,0,1235,1076,158,0,27,1,11,7,7,0,168,71865,65982,5883,0,442707,425004,16443,0,70714,12475,1260,12297,5548,5548,0,.10364372,.10780669,.075949363,,255,0,,,,,
2020-11-20,154,139,15,0,1268,1158,110,0,26,0,23,16,16,0,183,72019,66121,5898,0,443975,426162,16553,0,70897,12501,1260,12320,5564,5564,0,.1214511,.12003455,.13636364,,256,0,,,,,
2020-11-21,122,116,6,0,1233,1199,33,0,8,1,9,6,6,0,147,72141,66237,5904,0,445208,427361,16586,0,71044,12509,1261,12329,5570,5570,0,.098945662,.096747287,.18181819,,257,0,,,,,
2020-11-22,97,97,0,0,510,510,0,0,20,0,13,6,6,0,68,72238,66334,5904,0,445718,427871,16586,0,71112,12529,1261,12342,5576,5576,0,.19019608,.19019608,,,258,0,,,,,
2020-11-23,156,149,7,0,1253,1197,54,0,23,2,17,10,10,0,155,72394,66483,5911,0,446971,429068,16640,0,71267,12552,1263,12359,5586,5586,0,.1245012,.12447786,.12962963,,259,0,,,,,
2020-11-24,197,192,5,0,1671,1614,56,0,16,1,9,7,7,0,170,72591,66675,5916,0,448642,430682,16696,0,71437,12568,1264,12368,5593,5593,0,.11789348,.11895911,.089285716,,260,0,,,,,
2020-11-25,190,181,9,0,1388,1317,69,0,14,2,7,4,4,0,147,72781,66856,5925,0,450030,431999,16765,0,71584,12582,1266,12375,5597,5597,0,.13688761,.13743356,.13043478,,261,0,,,,,
2020-11-26,145,132,13,0,1472,1413,57,0,20,2,5,2,2,0,128,72926,66988,5938,0,451502,433412,16822,0,71712,12602,1268,12380,5599,5599,0,.098505437,.093418255,.22807017,,262,0,,,,,
2020-11-27,269,250,19,0,1892,1828,64,0,29,0,12,7,7,0,145,73195,67238,5957,0,453394,435240,16886,0,71857,12631,1268,12392,5606,5606,0,.1421776,.13676149,.296875,,263,0,,,,,
2020-11-28,272,268,4,0,1838,1792,46,0,11,0,12,8,8,0,120,73467,67506,5961,0,455232,437032,16932,0,71977,12642,1268,12404,5614,5614,0,.14798695,.14955357,.086956523,,264,0,,,,,
2020-11-29,27,27,0,0,263,259,2,0,8,2,9,7,7,0,90,73494,67533,5961,0,455495,437291,16934,0,72067,12650,1270,12413,5621,5621,0,.10266159,.1042471,0,,265,0,,,,,
2020-11-30,161,151,10,0,1377,1318,59,0,19,0,14,9,9,0,164,73655,67684,5971,0,456872,438609,16993,0,72231,12669,1270,12427,5630,5630,0,.11692084,.11456753,.16949153,,266,0,,,,,
2020-12-01,135,116,19,0,1259,1202,57,0,27,0,21,8,8,0,195,73790,67800,5990,0,458131,439811,17050,0,72426,12696,1270,12448,5638,5638,0,.10722796,.096505821,.33333334,,267,0,,,,,
2020-12-02,133,130,3,0,1383,1346,33,0,11,4,2,2,2,0,200,73923,67930,5993,0,459514,441157,17083,0,72626,12707,1274,12450,5640,5640,0,.096167751,.096582465,.090909094,,268,0,,,,,
2020-12-03,96,87,9,0,1061,1024,36,0,18,1,10,4,4,0,136,74019,68017,6002,0,460575,442181,17119,0,72762,12725,1275,12460,5644,5644,0,.090480678,.084960938,.25,,269,0,,,,,
