fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2020-09-17,375,360,15,0,2296,2172,117,0,42,7,25,10,10,0,718,55281,49860,5421,0,335301,323213,10995,0,50848,10980,1093,11174,5149,5149,0,.16332753,.16574585,.12820514,,192,0,,17,,.56830603,
2020-09-18,346,326,20,0,2297,2133,159,0,36,5,38,14,14,0,803,55627,50186,5441,0,337598,325346,11154,0,51651,11016,1098,11212,5163,5163,0,.15063126,.15283638,.12578617,,193,0,,18,,.50655019,
2020-09-19,284,272,12,0,1920,1733,185,0,43,2,31,11,11,0,513,55911,50458,5453,0,339518,327079,11339,0,52164,11059,1100,11243,5174,5174,0,.14791666,.15695326,.064864866,,194,0,,19,,.51479292,
2020-09-20,62,62,0,0,392,387,0,0,3,5,55,19,19,0,194,55973,50520,5453,0,339910,327466,11339,0,52358,11062,1105,11298,5193,5193,0,.15816326,.16020672,,,195,0,,15,,.43884891,
2020-09-21,447,422,25,0,2600,2392,204,0,51,4,27,11,11,0,838,56420,50942,5478,0,342510,329858,11543,0,53196,11113,1109,11325,5204,5204,0,.17192307,.1764214,.12254902,,196,0,,24,,1,
2020-09-22,368,342,26,0,2250,2029,217,0,44,4,18,5,5,0,672,56788,51284,5504,0,344760,331887,11760,0,53868,11157,1113,11343,5209,5209,0,.16355556,.16855595,.11981567,,197,0,,28,,.49606299,
2020-09-23,434,412,22,0,2620,2456,160,0,39,4,18,12,12,0,593,57222,51696,5526,0,347380,334343,11920,0,54461,11196,1117,11361,5221,5221,0,.16564885,.16775244,.1375,,198,0,,15,,.50931674,
2020-09-24,414,391,23,0,2265,2135,122,0,55,8,23,16,16,0,417,57636,52087,5549,0,349645,336478,12042,0,54878,11251,1125,11384,5237,5237,0,.18278146,.18313818,.18852459,,199,0,,29,,.49659863,
2020-09-25,450,430,20,0,2802,2678,118,0,49,6,22,8,8,0,365,58086,52517,5569,0,352447,339156,12160,0,55243,11300,1131,11406,5245,5245,0,.16059957,.16056758,.16949153,,200,0,,15,,.48113209,
2020-09-26,294,289,5,0,1990,1929,54,0,32,7,14,8,8,0,297,58380,52806,5574,0,354437,341085,12214,0,55540,11332,1138,11420,5253,5253,0,.1477387,.14981855,.09259259,,201,0,,30,,0,
2020-09-27,41,41,0,0,308,305,0,0,2,3,13,8,8,0,78,58421,52847,5574,0,354745,341390,12214,0,55618,11334,1141,11433,5261,5261,0,.13311689,.13442624,,,202,0,,28,,.52525252,
2020-09-28,327,309,18,0,2607,2529,72,0,42,6,12,4,4,0,471,58748,53156,5592,0,357352,343919,12286,0,56089,11376,1147,11445,5265,5265,0,.12543154,.12218268,.25,,203,0,,19,,,
2020-09-29,533,516,17,0,2688,2574,110,0,63,4,10,3,3,0,367,59281,53672,5609,0,360040,346493,12396,0,56456,11439,1151,11455,5268,5268,0,.19828869,.2004662,.15454546,,204,0,,18,,.54310346,
2020-09-30,458,440,18,0,2744,2638,103,0,29,3,19,8,8,0,425,59739,54112,5627,0,362784,349131,12499,0,56881,11468,1154,11474,5276,5276,0,.16690962,.16679302,.17475729,,205,0,,27,,.5777778,
2020-10-01,458,447,11,0,2658,2526,126,0,34,6,39,9,9,0,400,60197,54559,5638,0,365442,351657,12625,0,57281,11502,1160,11513,5285,5285,0,.17231001,.17695962,.08730159,,206,0,,8,,.64638782,
2020-10-02,414,405,9,0,2314,2225,85,0,25,4,25,6,6,0,436,60611,54964,5647,0,367756,353882,12710,0,57717,11527,1164,11538,5291,5291,0,.17891097,.18202247,.10588235,,207,0,,22,,.35416666,
2020-10-03,406,403,3,0,2070,2006,62,0,21,2,14,4,4,0,306,61017,55367,5650,0,369826,355888,12772,0,58023,11548,1166,11552,5295,5295,0,.19613527,.20089731,.048387095,,208,0,,20,,.48062015,
2020-10-04,100,100,0,0,474,473,0,0,7,1,7,1,1,0,47,61117,55467,5650,0,370300,356361,12772,0,58070,11555,1167,11559,5296,5296,0,.21097046,.2114165,,,209,0,,19,,.41897234,
2020-10-05,296,289,7,0,1850,1766,81,0,23,3,19,4,4,0,350,61413,55756,5657,0,372150,358127,12853,0,58420,11578,1170,11578,5300,5300,0,.16,.16364665,.086419754,,210,0,,18,,,
2020-10-06,233,211,22,0,1600,1516,81,0,30,3,12,5,5,0,546,61646,55967,5679,0,373750,359643,12934,0,58966,11608,1173,11590,5305,5305,0,.145625,.13918206,.27160493,,211,0,,15,,.42537314,
2020-10-07,193,187,6,0,1547,1468,78,0,21,1,12,1,1,0,455,61839,56154,5685,0,375297,361111,13012,0,59421,11629,1174,11602,5306,5306,0,.1247576,.1273842,.07692308,,212,0,,16,,.33566433,
2020-10-08,400,396,4,0,2645,2549,92,0,21,4,11,3,3,0,462,62239,56550,5689,0,377942,363660,13104,0,59883,11650,1178,11613,5309,5309,0,.15122874,.15535504,.043478262,,213,0,,10,,.36996338,
2020-10-09,497,495,2,0,3178,3144,34,0,28,0,8,2,2,0,435,62736,57045,5691,0,381120,366804,13138,0,60318,11678,1178,11621,5311,5311,0,.15638767,.15744275,.05882353,,214,0,,18,,.35922331,
2020-10-10,535,531,4,0,3051,2979,71,0,49,1,22,6,6,0,400,63271,57576,5695,0,384171,369783,13209,0,60718,11727,1179,11643,5317,5317,0,.17535235,.17824773,.056338027,,215,0,,24,,.33962265,
2020-10-11,60,60,0,0,574,572,1,0,7,1,14,4,4,0,97,63331,57636,5695,0,384745,370355,13210,0,60815,11734,1180,11657,5321,5321,0,.10452962,.10489511,0,,216,0,,12,,.44720498,
2020-10-12,911,907,4,0,3392,3330,61,0,42,1,18,2,2,0,310,64242,58543,5699,0,388137,373685,13271,0,61125,11776,1181,11675,5323,5323,0,.26857311,.27237236,.065573767,,217,0,,21,,0,
2020-10-13,580,573,7,0,2183,2098,82,0,51,3,11,3,3,0,247,64822,59116,5706,0,390320,375783,13353,0,61372,11827,1184,11686,5326,5326,0,.26568943,.27311724,.085365854,,218,0,,15,,.32142857,
2020-10-14,391,385,6,0,2176,2124,50,0,30,2,10,4,4,0,242,65213,59501,5712,0,392496,377907,13403,0,61614,11857,1186,11696,5330,5330,0,.1796875,.18126176,.12,,219,0,,12,,.36521739,
2020-10-15,343,341,2,0,2010,1944,66,0,22,0,23,10,10,0,427,65556,59842,5714,0,394506,379851,13469,0,62041,11879,1186,11719,5340,5340,0,.17064677,.17541152,.030303031,,220,0,,14,,.2647059,
2020-10-16,326,321,5,0,2041,1954,84,0,22,3,19,10,10,0,504,65882,60163,5719,0,396547,381805,13553,0,62545,11901,1189,11738,5350,5350,0,.15972562,.1642784,.05952381,,221,0,,14,,.34579438,
2020-10-17,150,150,0,0,1387,1350,34,0,11,3,10,6,6,0,536,66032,60313,5719,0,397934,383155,13587,0,63081,11912,1192,11748,5356,5356,0,.10814708,.11111111,0,,222,0,,19,,.39297125,
2020-10-18,59,47,12,0,389,371,13,0,7,5,8,4,4,0,61,66091,60360,5731,0,398323,383526,13600,0,63142,11919,1197,11756,5360,5360,0,.15167095,.12668464,.92307693,,223,0,,11,,.33057851,
2020-10-19,234,230,4,0,1570,1525,38,0,16,7,7,4,4,0,790,66325,60590,5735,0,399893,385051,13638,0,63932,11935,1204,11763,5364,5364,0,.14904459,.15081967,.10526316,,224,0,,15,,0,
2020-10-20,327,317,10,0,2081,2002,78,0,30,1,25,8,8,0,523,66652,60907,5745,0,401974,387053,13716,0,64455,11965,1205,11788,5372,5372,0,.15713599,.15834166,.12820514,,225,0,,7,,.46206897,
2020-10-21,194,179,15,0,1290,1199,89,0,33,2,11,4,4,0,361,66846,61086,5760,0,403264,388252,13805,0,64816,11998,1207,11799,5376,5376,0,.1503876,.14929108,.16853933,,226,0,,,,.5090909,
2020-10-22,271,258,13,0,1654,1596,56,0,25,2,10,4,4,0,314,67117,61344,5773,0,404918,389848,13861,0,65130,12023,1209,11809,5380,5380,0,.16384523,.16165413,.23214285,,227,0,,,,.3548387,
2020-10-23,224,223,1,0,1641,1607,32,0,11,2,4,1,1,0,324,67341,61567,5774,0,406559,391455,13893,0,65454,12034,1211,11813,5381,5381,0,.13650213,.13876788,.03125,,228,0,,,,.30841121,
2020-10-24,188,185,3,0,1269,1242,24,0,17,3,7,2,2,0,165,67529,61752,5777,0,407828,392697,13917,0,65619,12051,1214,11820,5383,5383,0,.14814815,.1489533,.125,,229,0,,,,.40458015,
2020-10-25,31,31,0,0,320,318,0,0,3,2,18,0,0,0,47,67560,61783,5777,0,408148,393015,13917,0,65666,12054,1216,11838,5383,5383,0,.096874997,.097484276,,,230,0,,,,.39631337,
2020-10-26,256,246,10,0,1485,1433,51,0,24,1,20,3,3,0,370,67816,62029,5787,0,409633,394448,13968,0,66036,12078,1217,11858,5386,5386,0,.17239057,.17166783,.19607843,,231,0,,,,1,
2020-10-27,206,205,1,0,1433,1375,56,0,16,2,6,1,1,0,393,68022,62234,5788,0,411066,395823,14024,0,66429,12094,1219,11864,5387,5387,0,.14375436,.14909092,.017857144,,232,0,,,,.50819671,
2020-10-28,195,189,6,0,1343,1270,68,0,19,5,11,2,2,0,209,68217,62423,5794,0,412409,397093,14092,0,66638,12113,1224,11875,5389,5389,0,.14519732,.1488189,.088235296,,233,1,,,,.3968254,
2020-10-29,191,189,2,0,1171,1117,51,0,13,3,14,4,4,0,292,68408,62612,5796,0,413580,398210,14143,0,66930,12126,1227,11889,5393,5393,0,.16310845,.16920322,.039215688,,234,0,,,,.45771143,
2020-10-30,182,182,0,0,1431,1370,59,0,13,2,19,8,8,0,245,68590,62794,5796,0,415011,399580,14202,0,67175,12139,1229,11908,5401,5401,0,.12718379,.13284671,0,,235,0,,,,.34615386,
2020-10-31,144,142,2,0,1340,1299,41,0,17,0,3,2,2,0,193,68734,62936,5798,0,416351,400879,14243,0,67368,12156,1229,11911,5403,5403,0,.10746269,.10931486,.048780486,,236,0,,,,.42352942,
2020-11-01,51,51,0,0,367,365,0,0,11,2,26,5,5,0,42,68785,62987,5798,0,416718,401244,14243,0,67410,12167,1231,11937,5408,5408,0,.13896458,.13972603,,,237,0,,,,.3898305,
2020-11-02,166,163,3,0,1254,1197,56,0,13,1,11,4,4,0,245,68951,63150,5801,0,417972,402441,14299,0,67655,12180,1232,11948,5412,5412,0,.1323764,.13617377,.053571429,,238,0,,,,0,
2020-11-03,290,278,12,0,2132,2095,36,0,38,1,8,2,2,0,221,69241,63428,5813,0,420104,404536,14335,0,67876,12218,1233,11956,5414,5414,0,.13602251,.1326969,.33333334,,239,0,,,,.31986532,
2020-11-04,254,253,1,0,1858,1826,30,0,29,2,4,1,1,0,201,69495,63681,5814,0,421962,406362,14365,0,68077,12247,1235,11960,5415,5415,0,.13670613,.13855422,.033333335,,240,0,,,,.38258576,
2020-11-05,221,214,7,0,1696,1616,79,0,25,1,12,3,3,0,207,69716,63895,5821,0,423658,407978,14444,0,68284,12272,1236,11972,5418,5418,0,.1303066,.13242574,.088607594,,241,0,,,,.36094674,
2020-11-06,246,244,2,0,1769,1730,37,0,13,2,14,9,9,0,179,69962,64139,5823,0,425427,409708,14481,0,68463,12285,1238,11986,5427,5427,0,.13906161,.14104046,.054054055,,242,0,,,,.42753622,
2020-11-07,238,236,2,0,1372,1338,33,0,18,1,15,7,7,0,151,70200,64375,5825,0,426799,411046,14514,0,68614,12303,1239,12001,5434,5434,0,.17346939,.17638266,.060606062,,243,0,,,,.43678162,
2020-11-08,285,283,2,0,1538,1503,33,0,27,2,8,3,3,0,49,70485,64658,5827,0,428337,412549,14547,0,68663,12330,1241,12009,5437,5437,0,.1853056,.18829009,.060606062,,244,0,,,,.50996017,
2020-11-09,152,151,1,0,1412,1367,44,0,13,1,12,7,7,0,175,70637,64809,5828,0,429749,413916,14591,0,68838,12343,1242,12021,5444,5444,0,.10764872,.11046086,.022727273,,245,0,,,,0,
2020-11-10,196,195,1,0,1737,1648,88,0,15,1,17,6,6,0,261,70833,65004,5829,0,431486,415564,14679,0,69099,12358,1243,12038,5450,5450,0,.11283822,.11832524,.011363637,,246,0,,,,.57534248,
2020-11-11,167,165,2,0,1531,1414,115,0,10,2,17,6,6,0,243,71000,65169,5831,0,433017,416978,14794,0,69342,12368,1245,12055,5456,5456,0,.10907903,.11669024,.017391304,,247,0,,,,.44554454,
2020-11-12,168,160,8,0,1397,1248,145,0,16,4,12,5,5,0,211,71168,65329,5839,0,434414,418226,14939,0,69553,12384,1249,12067,5461,5461,0,.1202577,.12820514,.055172414,,248,0,,,,.47033897,
2020-11-13,183,181,2,0,1542,1415,127,0,13,0,7,4,4,0,242,71351,65510,5841,0,435956,419641,15066,0,69795,12397,1249,12074,5465,5465,0,.11867704,.12791519,.015748031,,249,0,,,,.45544556,
2020-11-14,133,129,4,0,1632,1423,208,0,17,1,13,3,3,0,220,71484,65639,5845,0,437588,421064,15274,0,70015,12414,1250,12087,5468,5468,0,.081495099,.090653546,.01923077,,250,0,,,,.41618496,
2020-11-15,40,40,0,0,354,351,2,0,3,1,17,6,6,0,258,71524,65679,5845,0,437942,421415,15276,0,70273,12417,1251,12104,5474,5474,0,.11299435,.11396012,0,,251,0,,,,.34597155,
2020-11-16,178,170,8,0,1498,1271,226,0,17,1,17,5,5,0,158,71702,65849,5853,0,439440,422686,15502,0,70431,12434,1252,12121,5479,5479,0,.1188251,.13375296,.03539823,,252,0,,,,1,
2020-11-17,170,169,1,0,1636,1412,220,0,6,4,10,6,6,0,219,71872,66018,5854,0,441076,424098,15722,0,70650,12440,1256,12131,5485,5485,0,.10391198,.11968838,.0045454544,,253,0,,,,.52459013,
2020-11-18,155,146,9,0,1332,1113,218,0,19,1,7,2,2,0,175,72027,66164,5863,0,442408,425211,15940,0,70825,12459,1257,12138,5487,5487,0,.11636636,.13117699,.041284405,,254,0,,,,.56084657,
2020-11-19,129,117,12,0,1235,1079,155,0,27,1,11,7,7,0,169,72156,66281,5875,0,443643,426290,16095,0,70994,12486,1258,12149,5494,5494,0,.10445344,.10843374,.077419356,,255,0,,,,.32352942,
2020-11-20,157,142,15,0,1270,1164,106,0,26,0,23,16,16,0,183,72313,66423,5890,0,444913,427454,16201,0,71177,12512,1258,12172,5510,5510,0,.12362204,.12199312,.14150943,,256,0,,,,.25,
2020-11-21,123,117,6,0,1241,1207,33,0,8,1,8,6,6,0,148,72436,66540,5896,0,446154,428661,16234,0,71325,12520,1259,12180,5516,5516,0,.099113621,.09693455,.18181819,,257,0,,,,,
2020-11-22,97,97,0,0,512,512,0,0,20,0,13,6,6,0,68,72533,66637,5896,0,446666,429173,16234,0,71393,12540,1259,12193,5522,5522,0,.18945313,.18945313,,,258,0,,,,,
2020-11-23,156,149,7,0,1251,1199,50,0,23,2,17,10,10,0,158,72689,66786,5903,0,447917,430372,16284,0,71551,12563,1261,12210,5532,5532,0,.12470024,.12427022,.14,,259,0,,,,,
2020-11-24,200,195,5,0,1674,1618,55,0,16,1,9,7,7,0,173,72889,66981,5908,0,449591,431990,16339,0,71724,12579,1262,12219,5539,5539,0,.11947431,.12051916,.090909094,,260,0,,,,,
2020-11-25,191,182,9,0,1390,1322,66,0,14,2,6,3,3,0,148,73080,67163,5917,0,450981,433312,16405,0,71872,12593,1264,12225,5542,5542,0,.13741007,.1376702,.13636364,,261,0,,,,,
2020-11-26,145,132,13,0,1475,1416,57,0,20,2,5,2,2,0,130,73225,67295,5930,0,452456,434728,16462,0,72002,12613,1266,12230,5544,5544,0,.098305084,.093220338,.22807017,,262,0,,,,,
2020-11-27,272,253,19,0,1903,1841,62,0,29,0,12,7,7,0,148,73497,67548,5949,0,454359,436569,16524,0,72150,12642,1266,12242,5551,5551,0,.14293221,.13742532,.30645162,,263,0,,,,,
2020-11-28,274,270,4,0,1844,1800,44,0,11,0,12,8,8,0,122,73771,67818,5953,0,456203,438369,16568,0,72272,12653,1266,12254,5559,5559,0,.14859003,.15000001,.090909094,,264,0,,,,,
2020-11-29,27,27,0,0,265,261,2,0,8,2,10,7,7,0,90,73798,67845,5953,0,456468,438630,16570,0,72362,12661,1268,12264,5566,5566,0,.10188679,.10344828,0,,265,0,,,,,
2020-11-30,161,151,10,0,1380,1322,58,0,19,0,14,9,9,0,164,73959,67996,5963,0,457848,439952,16628,0,72526,12680,1268,12278,5575,5575,0,.11666667,.11422088,.1724138,,266,0,,,,,
2020-12-01,136,117,19,0,1265,1210,55,0,27,0,21,8,8,0,198,74095,68113,5982,0,459113,441162,16683,0,72724,12707,1268,12299,5583,5583,0,.10750988,.096694216,.34545454,,267,0,,,,,
2020-12-02,134,131,3,0,1387,1351,32,0,12,4,2,2,2,0,201,74229,68244,5985,0,460500,442513,16715,0,72925,12719,1272,12301,5585,5585,0,.096611388,.096965209,.09375,,268,0,,,,,
2020-12-03,97,88,9,0,1062,1027,34,0,18,1,10,4,4,0,136,74326,68332,5994,0,461562,443540,16749,0,73061,12737,1273,12311,5589,5589,0,.0913371,.085686468,.2647059,,269,0,,,,,
2020-12-04,152,134,18,0,1306,1242,61,0,31,3,8,2,2,0,259,74478,68466,6012,0,462868,444782,16810,0,73320,12768,1276,12319,5591,5591,0,.11638591,.1078905,.29508197,,270,0,,,,,
2020-12-05,117,115,2,0,1062,1010,50,0,9,2,15,5,5,0,256,74595,68581,6014,0,463930,445792,16860,0,73576,12777,1278,12334,5596,5596,0,.11016949,.11386139,.039999999,,271,0,,,,,
2020-12-06,37,37,0,0,273,272,1,0,2,0,5,1,1,0,35,74632,68618,6014,0,464203,446064,16861,0,73611,12779,1278,12339,5597,5597,0,.13553114,.13602941,0,,272,0,,,,,
2020-12-07,111,107,4,0,958,895,62,0,14,1,11,8,8,0,157,74743,68725,6018,0,465161,446959,16923,0,73768,12793,1279,12350,5605,5605,0,.11586639,.11955307,.064516127,,273,0,,,,,
2020-12-08,73,67,6,0,739,675,63,0,10,1,9,7,7,0,119,74816,68792,6024,0,465900,447634,16986,0,73887,12803,1280,12359,5612,5612,0,.098782137,.099259257,.095238097,,274,0,,,,,
2020-12-09,132,129,3,0,1355,1327,25,0,11,3,9,6,6,0,142,74948,68921,6027,0,467255,448961,17011,0,74029,12814,1283,12368,5618,5618,0,.097416975,.097211756,.12,,275,0,,,,,
2020-12-10,110,105,5,0,1248,1192,54,0,15,2,11,9,9,0,113,75058,69026,6032,0,468503,450153,17065,0,74142,12829,1285,12379,5627,5627,0,.088141024,.088087246,.09259259,,276,0,,,,,
2020-12-11,218,213,5,0,1568,1503,64,0,18,1,14,11,11,0,149,75276,69239,6037,0,470071,451656,17129,0,74291,12847,1286,12393,5638,5638,0,.13903061,.14171657,.078125,,277,0,,,,,
2020-12-12,159,147,12,0,1138,1091,46,0,20,1,10,7,7,0,125,75435,69386,6049,0,471209,452747,17175,0,74416,12867,1287,12403,5645,5645,0,.1397188,.13473877,.26086956,,278,0,,,,,
2020-12-13,32,32,0,0,272,272,0,0,4,0,14,9,9,0,38,75467,69418,6049,0,471481,453019,17175,0,74454,12871,1287,12417,5654,5654,0,.11764706,.11764706,,,279,0,,,,,
2020-12-14,108,97,11,0,996,936,57,0,26,3,19,14,14,0,120,75575,69515,6060,0,472477,453955,17232,0,74574,12897,1290,12436,5668,5668,0,.10843374,.10363248,.19298245,,280,0,,,,,
2020-12-15,217,213,4,0,1939,1861,75,0,24,3,24,20,20,0,101,75792,69728,6064,0,474416,455816,17307,0,74675,12921,1293,12460,5688,5688,0,.11191336,.1144546,.053333335,,281,0,,,,,
2020-12-16,318,312,6,0,1789,1737,50,0,18,2,17,11,11,0,127,76110,70040,6070,0,476205,457553,17357,0,74802,12939,1295,12477,5699,5699,0,.17775294,.17962003,.12,,282,0,,,,,
2020-12-17,200,180,20,0,1658,1558,98,0,28,2,20,20,20,0,101,76310,70220,6090,0,477863,459111,17455,0,74903,12967,1297,12497,5719,5719,0,.12062726,.11553273,.20408164,,283,0,,,,,
2020-12-18,284,272,12,0,2077,2004,73,0,22,0,16,12,12,0,239,76594,70492,6102,0,479940,461115,17528,0,75142,12989,1297,12513,5731,5731,0,.13673568,.13572854,.16438356,,284,0,,,,,
2020-12-19,317,307,10,0,2203,2173,30,0,19,0,9,6,6,0,156,76911,70799,6112,0,482143,463288,17558,0,75298,13008,1297,12522,5737,5737,0,.14389469,.14127934,.33333334,,285,0,,,,,
2020-12-20,45,45,0,0,317,317,0,0,2,0,9,9,9,0,29,76956,70844,6112,0,482460,463605,17558,0,75327,13010,1297,12531,5746,5746,0,.14195584,.14195584,,,286,0,,,,,
2020-12-21,129,103,26,0,1058,973,83,0,35,2,12,9,9,0,109,77085,70947,6138,0,483518,464578,17641,0,75436,13045,1299,12543,5755,5755,0,.12192816,.10585817,.31325302,,287,0,,,,,
2020-12-22,63,56,7,0,986,928,54,0,10,4,18,15,15,0,178,77148,71003,6145,0,484504,465506,17695,0,75614,13055,1303,12561,5770,5770,0,.063894525,.060344826,.12962963,,288,0,,,,,
2020-12-23,112,82,30,0,919,845,71,0,33,3,25,25,25,0,290,77260,71085,6175,0,485423,466351,17766,0,75904,13088,1306,12586,5795,5795,0,.1218716,.097041421,.42253521,,289,0,,,,,
2020-12-24,67,59,8,0,426,387,38,0,13,1,22,20,20,0,184,77327,71144,6183,0,485849,466738,17804,0,76088,13101,1307,12608,5815,5815,0,.15727699,.15245478,.21052632,,290,0,,,,,
2020-12-25,26,26,0,0,162,160,0,0,0,2,22,20,20,0,264,77353,71170,6183,0,486011,466898,17804,0,76352,13101,1309,12630,5835,5835,0,.16049382,.16249999,,,291,0,,,,,
2020-12-26,76,59,17,0,722,670,52,0,18,0,18,16,16,0,306,77429,71229,6200,0,486733,467568,17856,0,76658,13119,1309,12648,5851,5851,0,.10526316,.088059701,.32692307,,292,0,,,,,
2020-12-27,32,32,0,0,219,219,0,0,3,0,10,8,8,0,43,77461,71261,6200,0,486952,467787,17856,0,76701,13122,1309,12658,5859,5859,0,.14611872,.14611872,,,293,0,,,,,
2020-12-28,108,94,14,0,783,725,54,0,21,4,29,27,27,0,114,77569,71355,6214,0,487735,468512,17910,0,76815,13143,1313,12687,5886,5886,0,.13793103,.12965517,.25925925,,294,0,,,,,
2020-12-29,130,97,33,0,957,877,80,0,35,0,18,18,18,0,92,77699,71452,6247,0,488692,469389,17990,0,76907,13178,1313,12705,5904,5904,0,.13584118,.11060433,.41249999,,295,0,,,,,
2020-12-30,75,53,22,0,765,702,62,0,26,1,31,29,29,0,118,77774,71505,6269,0,489457,470091,18052,0,77025,13204,1314,12736,5933,5933,0,.098039217,.075498573,.3548387,,296,0,,,,,
2020-12-31,71,46,25,0,701,608,92,0,29,1,25,22,22,0,95,77845,71551,6294,0,490158,470699,18144,0,77120,13233,1315,12761,5955,5955,0,.10128388,.075657897,.27173913,,297,0,,,,,
2021-01-01,18,0,18,0,261,175,81,4,18,1,49,43,43,0,66,77863,71551,6312,0,490419,470874,18225,4,77186,13251,1316,12810,5998,5998,0,.068965517,0,.22222222,0,298,0,,,,,
2021-01-02,6,0,4,2,562,492,36,34,4,0,39,28,28,0,89,77869,71551,6316,2,490981,471366,18261,38,77275,13255,1316,12849,6026,6026,0,.010676157,0,.11111111,.05882353,299,0,,,,,
2021-01-03,1,0,0,1,275,263,0,9,0,3,42,34,34,0,36,77870,71551,6316,3,491256,471629,18261,47,77311,13255,1319,12891,6060,6060,0,.0036363637,0,,.11111111,300,0,,,,,
2021-01-04,35,0,30,5,1071,854,132,84,29,1,48,39,39,1,113,77905,71551,6346,8,492327,472483,18393,131,77424,13284,1320,12939,6099,6099,1,.03267974,0,.22727273,.05952381,301,0,,,,,
2021-01-05,31,0,21,10,953,801,84,66,21,2,41,29,29,0,99,77936,71551,6367,18,493280,473284,18477,197,77523,13305,1322,12980,6128,6128,1,.032528855,0,.25,.15151516,302,0,,,,,
2021-01-06,59,0,50,9,1111,903,148,59,49,1,47,38,38,0,86,77995,71551,6417,27,494391,474187,18625,256,77609,13354,1323,13027,6166,6166,1,.05310531,0,.33783785,.15254237,303,0,,,,,
2021-01-07,34,0,29,5,1196,958,144,89,29,5,50,37,37,1,52,78029,71551,6446,32,495587,475145,18769,345,77661,13383,1328,13077,6203,6203,2,.028428094,0,.2013889,.056179777,304,0,,,,,
2021-01-08,50,0,44,6,1096,903,133,50,45,10,79,61,61,0,3,78079,71551,6490,38,496683,476048,18902,395,77664,13428,1338,13156,6264,6264,2,.045620438,0,.33082706,.12,305,0,,,,,
2021-01-09,35,0,24,11,1111,766,130,212,23,3,62,47,47,0,25,78114,71551,6514,49,497794,476814,19032,607,77689,13451,1341,13218,6311,6311,2,.031503152,0,.18461539,.051886793,306,0,,,,,
2021-01-10,2,0,0,2,292,274,1,13,1,4,118,84,84,3,4,78116,71551,6514,51,498086,477088,19033,620,77693,13452,1345,13336,6395,6395,5,.006849315,0,0,.15384616,307,0,,,,,
2021-01-11,44,0,30,14,991,733,121,133,29,4,70,55,55,0,31,78160,71551,6544,65,499077,477821,19154,753,77724,13481,1349,13406,6450,6450,5,.044399597,0,.24793388,.10526316,308,0,,,,,
2021-01-12,55,0,48,7,1213,854,282,75,48,2,79,59,59,2,53,78215,71551,6592,72,500290,478675,19436,828,77777,13529,1351,13485,6509,6509,7,.045342129,0,.17021276,.093333334,309,0,,,,,
2021-01-13,76,0,63,13,874,583,178,106,63,7,64,44,44,0,33,78291,71551,6655,85,501164,479258,19614,934,77810,13592,1358,13549,6553,6553,7,.086956523,0,.35393259,.12264151,310,0,,,,,
2021-01-14,276,209,53,14,1278,1013,181,79,81,5,72,48,48,4,35,78567,71760,6708,99,502442,480271,19795,1013,77845,13673,1363,13621,6601,6601,11,.21596244,.20631787,.29281768,.17721519,311,0,,,,,
2021-01-15,466,412,43,11,2257,1959,205,89,78,4,124,78,78,6,18,79033,72172,6751,110,504699,482230,20000,1102,77863,13751,1367,13745,6679,6679,17,.20646876,.21031138,.20975609,.12359551,312,0,,,,,
2021-01-16,349,234,104,11,1726,1336,327,54,122,9,86,66,66,3,6,79382,72406,6855,121,506425,483566,20327,1156,77869,13873,1376,13831,6745,6745,20,.20220162,.17514969,.31804281,.2037037,313,0,,,,,
2021-01-17,95,83,6,6,375,309,7,54,30,5,95,66,66,4,1,79477,72489,6861,127,506800,483875,20334,1210,77870,13903,1381,13926,6811,6811,24,.25333333,.26860842,.85714287,.11111111,314,0,,,,,
2021-01-18,341,234,82,25,1233,815,283,127,106,8,134,85,85,8,35,79818,72723,6943,152,508033,484690,20617,1337,77905,14009,1389,14060,6896,6896,32,.27656123,.28711656,.28975266,.19685039,315,0,,,,,
2021-01-19,311,225,51,35,1169,865,173,125,75,6,94,73,73,3,31,80129,72948,6994,187,509202,485555,20790,1462,77936,14084,1395,14154,6969,6969,35,.26603934,.26011559,.29479769,.28,316,0,,,,,
2021-01-20,384,248,110,26,1435,982,265,181,146,7,166,110,110,8,59,80513,73196,7104,213,510637,486537,21055,1643,77995,14230,1402,14320,7079,7079,43,.26759583,.25254583,.41509435,.1436464,317,0,,,,,
2021-01-21,356,266,52,38,1563,983,406,162,92,12,101,72,72,8,214,80869,73462,7156,251,512200,487520,21461,1805,78209,14322,1414,14421,7151,7151,51,.22776711,.2706002,.12807882,.2345679,318,0,,,,,
